Effective State,Year,Total Emissions,Total Direct Emissions,Total Supplier Emissions,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply 
GA,2021,72401760.439597,57022057.439596996,15379703.0,56707731.93,0.0,0.0,33007.449997,200092.9,81225.1596,0.0,0.0,0.0,0.0,15379703.0,0.0,0.0
GA,2022,71291642.6305988,55405079.3305988,15886563.3,55065581.516,0.0,0.0,109035.5425988,175745.35,54716.922,0.0,0.0,0.0,0.0,15886563.3,0.0,0.0
GA,2023,69902889.9492069,55111656.849206895,14791233.1,54791990.6149088,0.0,0.0,115118.1478981,177828.356,26719.7304,0.0,0.0,0.0,0.0,14791233.1,0.0,0.0
GU,2010,1270953.568,1270953.568,0.0,1270953.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2011,1318871.114,1318871.114,0.0,1318871.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2012,1065650.608,1065650.608,0.0,1065650.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2013,1113787.62,1113787.62,0.0,1113787.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2014,1248516.406,1248516.406,0.0,1248516.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2015,1271513.716,1271513.716,0.0,1271513.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2016,1153742.202,1153742.202,0.0,1153742.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2017,1220878.234,1220878.234,0.0,1220878.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2018,1236383.3739999998,1236383.3739999998,0.0,1236383.3739999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2019,1248818.328,1248818.328,0.0,1248818.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2020,1213148.368,1213148.368,0.0,1213148.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2021,1363715.4300000002,1363715.4300000002,0.0,1363715.4300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2022,1308218.662,1308218.662,0.0,1308218.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GU,2023,1304859.404,1304859.404,0.0,1304859.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,2010,9716453.500362,9578090.700362,138362.8,9578090.700362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138362.8,0.0,0.0
HI,2011,9936103.99845,9795361.49845,140742.5,9794504.21845,0.0,0.0,0.0,0.0,857.28,0.0,0.0,0.0,0.0,140742.5,0.0,0.0
HI,2012,26434378.913315,9486808.413315,16947570.5,9486147.213315,0.0,0.0,0.0,0.0,661.2,0.0,16814169.6,0.0,0.0,133400.9,0.0,0.0
HI,2013,20885078.1765728,8872298.428,12012779.7485728,8872298.428,0.0,0.0,0.0,0.0,0.0,0.0,11869768.548572801,0.0,0.0,143011.2,0.0,0.0
HI,2014,26277753.8092622,9045937.818,17231815.9912622,9043135.698,0.0,0.0,0.0,0.0,2802.12,0.0,17087103.6912622,0.0,0.0,144712.3,0.0,0.0
HI,2015,27225998.7498538,8905771.598,18320227.1518538,8899752.398,0.0,0.0,0.0,0.0,6019.2,0.0,18169672.2518538,0.0,0.0,150554.9,0.0,0.0
HI,2016,25960919.425422,8672767.998,17288151.427422002,8669801.718,0.0,0.0,0.0,0.0,2966.28,0.0,17060480.674322,0.0,62380.9531,165289.8,0.0,0.0
HI,2017,25833881.004843,8193373.501999999,17640507.502843,8190031.022,0.0,0.0,0.0,0.0,3342.48,0.0,17205965.128703,0.0,276934.17414,157608.2,0.0,0.0
HI,2018,27255736.4215809,8195552.468,19060183.9535809,8192002.508,0.0,0.0,0.0,0.0,3549.96,0.0,18311014.9767659,0.0,579625.576815,169543.4,0.0,0.0
HI,2019,23941872.0171264,8026695.526,15915176.4911264,8019629.806,0.0,0.0,0.0,0.0,7065.72,0.0,15736767.2911264,0.0,0.0,178409.2,0.0,0.0
HI,2020,18320927.2687478,7130160.678,11190766.5907478,7126560.558,0.0,0.0,0.0,0.0,3600.12,0.0,11059470.3907478,0.0,0.0,131296.2,0.0,0.0
HI,2021,19237918.769208197,7020727.9596,12217190.809608199,7015137.126,0.0,0.0,0.0,0.0,5590.8336,0.0,12066187.2096082,0.0,0.0,151003.6,0.0,0.0
HI,2022,19074436.1408064,6989858.8616,12084577.279206399,6976797.038,0.0,0.0,0.0,0.0,13061.8236,0.0,11921627.5792064,0.0,0.0,162949.7,0.0,0.0
HI,2023,18931563.274507,6712636.7828,12218926.491706999,6706243.4120000005,0.0,0.0,0.0,0.0,6393.3708,0.0,12056718.291707,0.0,0.0,162208.2,0.0,0.0
IA,2010,75710520.665583,62027756.465583,13682764.200000001,62027756.465583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13682764.200000001,0.0,0.0
IA,2011,73274443.964222,59881624.764222,13392819.2,59734215.384222,0.0,0.0,0.0,129497.70000000001,17911.68,0.0,0.0,0.0,0.0,13392819.2,0.0,0.0
IA,2012,69497524.245092,56653913.045092,12843611.2,56518410.105092,0.0,0.0,0.0,128097.5,7405.44,0.0,0.0,0.0,0.0,12843611.2,0.0,0.0
IA,2013,69406414.45,54559424.65,14846989.8,54413403.58,0.0,0.0,0.0,122824.34999999999,23196.72,0.0,0.0,0.0,0.0,14846989.8,0.0,0.0
IA,2014,70186166.178,55005642.278,15180523.9,54854615.258,0.0,0.0,0.0,120112.5,30914.52,0.0,0.0,0.0,0.0,15180523.9,0.0,0.0
IA,2015,64468775.276,50372933.876,14095841.4,50235187.096,0.0,0.0,0.0,116540.5,21206.28,0.0,0.0,0.0,0.0,14095841.4,0.0,0.0
IA,2016,60896798.672,46670063.372,14226735.3,46116560.032,0.0,0.0,422137.75,116094.15,15271.44,0.0,0.0,0.0,0.0,14226735.3,0.0,0.0
IA,2017,66086810.3387,50640239.7387,15446570.6,50280652.005,0.0,0.0,227600.0937,116054.99999999999,15932.640000000001,0.0,0.0,0.0,0.0,15446570.6,0.0,0.0
IA,2018,73570238.1178666,55852862.1178666,17717376.0,55525502.596,0.0,0.0,202912.2818666,116243.8,8203.44,0.0,0.0,0.0,0.0,17717376.0,0.0,0.0
IA,2019,67849046.5394758,49379549.9394758,18469496.599999998,48735706.578,0.0,0.0,508776.2714758,116501.05,18566.04,0.0,0.0,0.0,0.0,18469496.599999998,0.0,0.0
IA,2020,57787753.2287824,40795688.8287824,16992064.4,40026879.054,0.0,0.0,642607.4447824,115620.84999999999,10581.48,0.0,0.0,0.0,0.0,16992064.4,0.0,0.0
IA,2021,64999485.6605636,48240035.6605636,16759450.0,47701552.142,0.0,0.0,412807.3245636,116196.296,9479.898,0.0,0.0,0.0,0.0,16759450.0,0.0,0.0
IA,2022,62623358.810818404,44927359.2108184,17695999.6,44557789.254,0.0,0.0,247683.3716184,116616.046,5270.5392,0.0,0.0,0.0,0.0,17695999.6,0.0,0.0
IA,2023,61327553.2096779,43911308.109677896,17416245.1,43592023.7918576,0.0,0.0,197585.2386203,116413.94799999999,5285.1312,0.0,0.0,0.0,0.0,17416245.1,0.0,0.0
ID,2010,6029764.048,3197555.948,2832208.1,3197555.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2832208.1,0.0,0.0
ID,2011,6569602.2226,3510985.3226,3058616.9,3437363.8426,0.0,0.0,0.0,28897.0,44724.48,0.0,0.0,0.0,0.0,3058616.9,0.0,0.0
ID,2012,6876960.5536,3758155.5535999998,3118805.0,3715932.2635999997,0.0,0.0,0.0,28935.45,13287.84,0.0,0.0,0.0,0.0,3118805.0,0.0,0.0
ID,2013,8168072.4013,4790928.6013,3377143.8,4771471.0813,0.0,0.0,0.0,0.0,19457.52,0.0,0.0,0.0,0.0,3377143.8,0.0,0.0
ID,2014,7374371.375819,4224090.875819,3150280.5,4217627.075819,0.0,0.0,0.0,0.0,6463.8,0.0,0.0,0.0,0.0,3150280.5,0.0,0.0
ID,2015,8283011.8073040005,4918781.607303999,3364230.2,4883297.847304,0.0,0.0,0.0,29779.2,5704.56,0.0,0.0,0.0,0.0,3364230.2,0.0,0.0
ID,2016,8209170.700743,4608910.300743,3600260.4,4568577.670743,0.0,0.0,0.0,30207.15,10125.48,0.0,0.0,0.0,0.0,3600260.4,0.0,0.0
ID,2017,8324890.129725,4436820.429725,3888069.7,4402486.879725,0.0,0.0,0.0,34333.55,0.0,0.0,0.0,0.0,0.0,3888069.7,0.0,0.0
ID,2018,8189757.215512999,4386608.615513,3803148.6,4353618.915513,0.0,0.0,0.0,32989.7,0.0,0.0,0.0,0.0,0.0,3803148.6,0.0,0.0
ID,2019,9314016.420501,5138892.620501,4175123.8,5106993.470501,0.0,0.0,0.0,31899.15,0.0,0.0,0.0,0.0,0.0,4175123.8,0.0,0.0
ID,2020,9058140.885489,5043365.685489,4014775.2,5010932.685489,0.0,0.0,0.0,32433.0,0.0,0.0,0.0,0.0,0.0,4014775.2,0.0,0.0
ID,2021,9403190.5705224,5387762.1705224,4015428.4,5297755.636895,0.0,0.0,56789.3336274,33217.2,0.0,0.0,0.0,0.0,0.0,4015428.4,0.0,0.0
ID,2022,9965208.6132865,5247504.1132865,4717704.5,5199181.994486,0.0,0.0,14295.9688005,34026.15,0.0,0.0,0.0,0.0,0.0,4717704.5,0.0,0.0
ID,2023,10354962.316486,5703362.816486,4651599.5,5668302.316486,0.0,0.0,0.0,35060.5,0.0,0.0,0.0,0.0,0.0,4651599.5,0.0,0.0
IL,2010,185370006.061978,134226896.261978,51143109.8,134226896.261978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45224447.1,5918662.7,0.0
IL,2011,189394323.28315207,137175329.0831521,52218994.2,136628598.94915208,0.0,0.0,0.0,508660.974,38069.16,0.0,0.0,0.0,0.0,45990823.1,6228171.1,0.0
IL,2012,343071823.09981555,130535114.49981557,212536708.6,129959800.33181557,0.0,0.0,0.0,478555.528,96758.64,0.0,127836128.1,0.0,37008113.0,41812339.9,5880127.6,0.0
IL,2013,343040389.0091244,134218313.8456,208822075.1635244,133740310.0696,0.0,0.0,0.0,446801.976,31201.8,0.0,131623455.0635244,0.0,23166943.0,49010521.3,5021155.8,0.0
IL,2014,345170719.3069613,131946672.6472,213224046.6597613,131453712.25919999,0.0,0.0,0.0,463555.228,29405.16,0.0,134150918.48645,0.0,22234744.1733113,51432373.699999996,5406010.3,0.0
IL,2015,317573617.5783894,120048020.9217,197525596.6566894,119584049.5457,0.0,0.0,0.0,453483.376,10488.0,0.0,131125699.0557427,0.0,16255407.3009467,45023670.8,5120819.5,0.0
IL,2016,302888095.536954,107089918.1767,195798177.360254,106411164.0609,0.0,0.0,238553.5458,416949.13,23251.44,0.0,133919802.7763806,0.0,12028565.0838734,44039907.5,5809902.0,0.0
IL,2017,319848873.6300915,102036457.43465,217812416.1954415,101375964.3504,0.0,0.0,249813.69024999999,400791.034,9888.36,0.0,132938527.6464893,0.0,33529550.0489522,44109443.9,7234894.6,0.0
IL,2018,330047620.0993612,105671766.90855,224375853.19081122,105152838.7902,0.0,0.0,70094.39835,418662.48,30171.24,0.0,141646858.2908112,0.0,27340079.0,48750813.6,6638102.3,0.0
IL,2019,331354017.5021139,96659623.68853,234694393.8135839,96006895.2876,0.0,0.0,249297.63093,394584.37,8846.4,0.0,138895806.9429231,0.0,40525601.0706608,48872418.300000004,6400567.5,0.0
IL,2020,298032671.6795624,77815448.62449,220217223.0550724,77112932.6014,0.0,0.0,311372.25309,383498.93,7644.84,0.0,131544553.3524739,0.0,36772459.6025985,45180123.7,6720086.4,0.0
IL,2021,319721628.50319123,87165858.87738,232555769.62581122,86434097.6568,0.0,0.0,337176.74178000004,384619.032,9965.4468,0.0,143091895.12581122,0.0,37879055.6,44955421.6,6629397.3,0.0
IL,2022,314442703.1063137,83116182.47016,231326520.6361537,82557690.5798,0.0,0.0,156489.88196,394334.414,7667.5944,0.0,137838334.4761537,0.0,38498489.96,48309059.1,6680637.1,0.0
IL,2023,309364344.67484903,72016519.61976,237347825.055089,71355070.6934,0.0,0.0,260958.23156,392881.856,7608.8388,0.0,151277906.75758392,0.0,36772649.2975051,42805938.5,6491330.5,0.0
IN,2010,218194196.72201,162682555.02201,55511641.7,162682555.02201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55511641.7,0.0,0.0
IN,2011,222857927.942021,166058446.842021,56799481.1,164905161.836021,0.0,0.0,0.0,1105040.206,48244.8,0.0,0.0,0.0,0.0,56799481.1,0.0,0.0
IN,2012,271186150.805575,155820214.117973,115365936.687602,154618027.061973,0.0,0.0,0.0,1184995.856,17191.2,0.0,58707695.487602,0.0,40775.0,56617466.2,0.0,0.0
IN,2013,264812502.4452,156590612.338,108221890.1072,155561559.954,0.0,0.0,0.0,1024376.1039999999,4676.28,0.0,45393063.1,0.0,33763.0,62795064.0072,0.0,0.0
IN,2014,280223537.335797,160790867.666197,119432669.66960001,159740200.48219702,0.0,0.0,0.0,1000949.5040000001,49717.68,0.0,52327313.7,0.0,52814.0,67052541.9696,0.0,0.0
IN,2015,260635470.339306,142474720.15119702,118160750.188109,141499550.899197,0.0,0.0,0.0,948718.972,26450.28,0.0,54087728.488109,0.0,59511.7,64013510.0,0.0,0.0
IN,2016,254535144.218643,139008607.820773,115526536.39786999,138002493.686773,0.0,0.0,35525.9,914839.954,55748.28,0.0,52607715.89787,0.0,66663.0,62852157.5,0.0,0.0
IN,2017,258184539.627863,136515370.3468225,121669169.2810405,135664319.827788,0.0,0.0,491.5114345,849386.472,1172.5356000000002,0.0,59406812.8810405,0.0,42062.0,62220294.400000006,0.0,0.0
IN,2018,273575033.9820514,143886611.5998586,129688422.3821928,143046655.396,0.0,0.0,426.5446586,809460.472,30069.1872,0.0,59346086.4821928,0.0,55551.0,70286784.9,0.0,0.0
IN,2019,261369599.1937332,129244467.9676687,132125131.22606449,128458269.847,0.0,0.0,1155.5282687,740343.922,44698.6704,0.0,62045112.8260645,0.0,46468.0,70033550.39999999,0.0,0.0
IN,2020,241401627.8909686,112622521.7,128779106.1909686,111890422.608,0.0,0.0,0.0,724249.622,7849.469999999999,0.0,61463481.4909686,0.0,37684.0,67277940.7,0.0,0.0
IN,2021,249429592.5709297,120670254.307,128759338.2639297,119945372.347,0.0,0.0,0.0,711736.392,13145.568000000001,0.0,62849555.8639297,0.0,38151.0,65871631.4,0.0,0.0
IN,2022,254323170.73455143,117436498.4016,136886672.3329514,116746221.132,0.0,0.0,0.0,674119.092,16158.177599999999,0.0,67535747.13295141,0.0,36035.0,69314890.2,0.0,0.0
IN,2023,246158633.59378055,108605521.70640224,137553111.8873783,107903850.47280224,0.0,0.0,0.0,658350.162,43321.0716,0.0,70587806.78737831,0.0,36536.6,66928768.5,0.0,0.0
KS,2010,81738336.818277,48946131.118277006,32792205.7,48946131.118277006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8139914.600000001,24652291.1,0.0
KS,2011,82828720.07087499,49106139.170875,33722580.9,48637772.084875,240941.416,0.0,0.0,164910.34999999998,62515.32,0.0,0.0,0.0,0.0,8165928.3,25556652.6,0.0
KS,2012,139647653.803659,45513398.103659004,94134255.7,45014993.589659,230792.25400000002,0.0,0.0,156400.7,111211.56,0.0,51844206.1,0.0,7809846.899999999,7195017.2,27285185.5,0.0
KS,2013,135973300.7,46750143.160000004,89223157.53999999,46288494.662,228572.608,0.0,0.0,177003.84999999998,56072.04,0.0,49834404.4,0.0,7647024.0,8427818.04,23313911.1,0.0
KS,2014,133152300.7144,45975623.528000005,87176677.1864,45649910.168,141341.19,0.0,0.0,149262.45,35109.72,0.0,50001043.2,0.0,7141375.3,8954794.5864,21079464.1,0.0
KS,2015,126476674.96000001,41220659.06,85256015.9,40976661.772,72755.828,0.0,0.0,142577.3,28664.16,0.0,48997588.3,0.0,5854410.7,7703360.100000001,22700656.799999997,0.0
KS,2016,132709579.7608,40092775.022,92616804.7388,39380140.386,43065.032,510011.224,0.0,134202.5,25355.88,0.0,55122433.9388,0.0,7177714.8,7695088.4,22621567.6,0.0
KS,2017,129423865.453118,36043370.004818,93380495.4483,35371986.232,22324.334,420256.094,71814.294818,123381.85,33607.2,0.0,56045511.7483,0.0,5198985.100000001,7573406.8,24562591.799999997,0.0
KS,2018,131343808.3971099,37725035.6662099,93618772.7309,37170806.344,0.0,406232.91,11483.0522099,130751.8,5761.56,0.0,54569601.230900005,0.0,4019019.0,8567503.9,26462648.6,0.0
KS,2019,129566528.6864606,34517182.8169606,95049345.8695,33963884.79,0.0,323323.36,48897.3069606,122362.8,58714.56,0.0,55804557.369500004,0.0,4353804.0,8792511.8,26098472.7,0.0
KS,2020,120830507.94693421,33057004.6644342,87773503.2825,32612575.796,0.0,289887.69,44263.2384342,100284.7,9993.24,0.0,51439702.9825,0.0,5339882.1,8547559.1,22446359.1,0.0
KS,2021,137391381.9843625,34909488.0288625,102481893.9555,34530253.572,0.0,247433.488,28745.3960625,96808.35,6247.2228,0.0,58996608.0555,0.0,9475833.7,8599545.0,25409907.2,0.0
KS,2022,140098293.4787589,36562017.6036589,103536275.8751,36170464.838,0.0,242420.538,16925.6960589,79424.6,52781.9316,0.0,58994314.8851,0.0,5991498.6899999995,9532191.9,29018270.4,0.0
KS,2023,133667452.3207846,32817907.672035098,100849544.6487495,32434383.772,0.0,225294.43600000002,33412.8168351,59377.25,65439.3972,0.0,55498162.6787495,0.0,4185914.4699999997,8531174.7,32634292.799999997,0.0
KY,2010,120128199.856728,114207046.056728,5921153.8,114207046.056728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3930960.8000000003,1990193.0,0.0
KY,2011,127585534.8724906,121921147.97249061,5664386.9,121799987.2584906,41230.844,0.0,0.0,37250.549999999996,42679.32,0.0,0.0,0.0,0.0,3732524.4,1931862.5,0.0
KY,2012,152301148.60577512,111125560.3057751,41175588.3,110989900.9217751,33560.394,0.0,0.0,37283.15,64815.84,0.0,35807246.0,0.0,0.0,3581491.8,1786850.5,0.0
KY,2013,149166572.77138,110050193.96138,39116378.81,109938897.48338,54477.288,0.0,0.0,31527.149999999998,25292.04,0.0,33133728.91,0.0,0.0,4091991.1999999997,1890658.7,0.0
KY,2014,150158150.62776,110649681.56776,39508469.06,110477546.47376,17430.074,0.0,0.0,31564.5,123140.51999999999,0.0,33386775.16,0.0,0.0,4274355.1,1847338.8,0.0
KY,2015,138842489.997,99804699.807,39037790.19,99684138.707,15114.44,0.0,0.0,38125.1,67321.56,0.0,33682144.989999995,0.0,0.0,3952775.1,1402870.1,0.0
KY,2016,134008810.803,91440641.613,42568169.19,91325858.037,12789.446,0.0,0.0,31596.850000000002,70397.28,0.0,37256905.39,0.0,0.0,3832435.2,1478828.6,0.0
KY,2017,126596366.5124667,84247553.2535,42348813.2589667,83853224.04349999,132014.04,147019.29,0.0,25552.8,89743.08,0.0,37327160.6589667,0.0,0.0,3666506.9,1355145.7,0.0
KY,2018,132011578.4754,86520774.019,45490804.4564,86230080.915,51723.194,183583.04,0.0,25692.15,29694.72,0.0,40087557.9564,0.0,0.0,4031457.6999999997,1371788.8,0.0
KY,2019,123489592.534521,78573431.52,44916161.014521,78293975.336,55534.546,179693.238,0.0,25236.0,18992.4,0.0,39784334.514521,0.0,0.0,3938823.6,1193002.9,0.0
KY,2020,104990279.145,66462515.902,38527763.243,66395752.452,0.0,0.0,0.0,24993.850000000002,41769.6,0.0,33780099.743,0.0,0.0,3629879.8,1117783.7,0.0
KY,2021,116624156.98969999,73813651.6897,42810505.3,73776981.6285,0.0,0.0,0.0,24930.25,11739.8112,0.0,37838754.0,0.0,0.0,3868913.4,1102837.9,0.0
KY,2022,120624273.011155,72649837.8079,47974435.203255,72616520.1855,0.0,0.0,0.0,24706.449999999997,8611.1724,0.0,42824730.303255,0.0,0.0,4055054.3000000003,1094650.6,0.0
KY,2023,112985363.64145,65118213.2162,47867150.42525,65082784.771000005,0.0,0.0,0.0,24850.75,10577.6952,0.0,43001365.32525,0.0,0.0,3720575.8000000003,1145209.3,0.0
LA,2010,165876026.219055,131640875.619055,34235150.6,131640875.619055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2278460.3,31956690.3,0.0
LA,2011,176930450.4393,145219507.7393,31710942.7,144633273.1053,374242.994,0.0,0.0,70203.0,141788.63999999998,0.0,0.0,0.0,0.0,2527820.4,29183122.3,0.0
LA,2012,514349972.59694344,141184197.548,373165775.0489434,140737840.572,274659.836,0.0,0.0,67995.90000000001,103701.24,0.0,341607897.7489434,0.0,0.0,2585321.6,28972555.7,0.0
LA,2013,581235894.8098905,137668934.81,443566959.9998905,137011628.972,168627.318,0.0,0.0,60519.6,428158.92,0.0,419045543.5070905,0.0,0.0,2195315.8928,22326100.6,0.0
LA,2014,595453025.5133657,137928885.65,457524139.8633657,137467898.472,136316.978,0.0,0.0,56952.6,267717.60000000003,0.0,429075309.3585657,0.0,0.0,2567414.9048,25881415.6,0.0
LA,2015,615394925.9936389,138934985.2742,476459940.7194389,138582074.0802,195296.474,0.0,0.0,52691.399999999994,104923.31999999999,0.0,441473215.7194389,0.0,0.0,2201151.5,32785573.5,0.0
LA,2016,614925239.3991438,140120686.6924466,474804552.7066972,139320735.266,231309.776,33949.242,282515.2684466,46947.5,205229.64,0.0,444562676.2066972,0.0,0.0,1127907.2,29113969.299999997,0.0
LA,2017,630568566.211824,141506264.3657039,489062301.8461202,140635717.699,283141.426,43036.85,281752.77070389997,41400.9,221214.72,0.0,457417711.4461202,0.0,0.0,1064086.5,30580503.9,0.0
LA,2018,639803381.7100616,146049947.92288035,493753433.7871812,145172233.26946056,288141.99600000004,188464.416,234860.1914198,36698.45,129549.6,0.0,458505839.8172028,0.0,0.0,1250586.6,33997007.3699784,0.0
LA,2019,644241062.0518584,148126067.30016327,496114994.75169516,146955135.31781688,391376.498,305525.33,261551.2243464,33052.05,179426.88,0.0,456517227.22053397,0.0,0.0,1246747.4,38351020.1311612,0.0
LA,2020,541024864.2388798,137142919.8867551,403881944.3521247,135974216.8330339,312561.082,690095.634,130985.6577212,29860.0,5200.68,0.0,368025034.04501146,0.0,0.0,1120619.9000000001,34736290.407113194,0.0
LA,2021,547762053.5847355,142442167.24551275,405319886.3392228,140421687.10495734,589673.652,1110401.958,191944.3961554,25860.75,102599.3844,0.0,372873887.4699902,0.0,0.0,1279520.9,31166477.9692326,0.0
LA,2022,584864197.6926991,149314418.8355321,435549778.857167,147604478.3851107,278517.474,1254827.012,100749.5128214,22816.0,53030.4516,0.0,398769335.78676957,0.0,0.0,1250391.6,35530051.4703974,0.0
LA,2023,580596090.6917269,146131822.1014755,434464268.5902514,144318455.12248883,222837.832,1322529.37,155919.1301867,22112.85,89967.7968,0.0,396428295.226642,0.0,0.0,1139278.0,36896695.3636094,0.0
MA,2010,36324296.030347005,21667167.830347,14657128.200000001,21667167.830347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14657128.200000001,0.0,0.0
MA,2011,33685638.004873,19021983.704873,14663654.3,18133200.520873,0.0,0.0,0.0,836573.464,52209.72,0.0,0.0,0.0,0.0,14663654.3,0.0,0.0
MA,2012,30746416.1263658,16616944.0263658,14129472.1,15764113.6743658,0.0,0.0,0.0,810030.192,42800.16,0.0,0.0,0.0,0.0,14129472.1,0.0,0.0
MA,2013,32470898.2788,17077796.9948,15393101.284,16253805.6948,0.0,0.0,0.0,785762.5399999999,38228.76,0.0,0.0,0.0,0.0,15393101.284,0.0,0.0
MA,2014,31464946.988275,15176834.757074999,16288112.231199998,14372571.873075,0.0,0.0,0.0,757062.324,47200.560000000005,0.0,0.0,0.0,0.0,16288112.231199998,0.0,0.0
MA,2015,31909266.166471,15535615.966471,16373650.200000001,14750541.696471,0.0,0.0,0.0,739996.39,45077.880000000005,0.0,0.0,0.0,0.0,16373650.200000001,0.0,0.0
MA,2016,30017423.379349,14772368.679349001,15245054.7,14008323.825349001,0.0,0.0,0.0,707496.294,56548.56,0.0,0.0,0.0,0.0,15245054.7,0.0,0.0
MA,2017,30148225.463122,14162632.363122,15985593.1,13480298.127122,0.0,0.0,0.0,671403.916,10930.32,0.0,0.0,0.0,0.0,15985593.1,0.0,0.0
MA,2018,28150868.259683,11785258.159683,16365610.1,11122736.607683,0.0,0.0,0.0,647536.138,14985.414,0.0,0.0,0.0,0.0,16365610.1,0.0,0.0
MA,2019,26365751.655601,9939666.155601,16426085.5,9305515.362001,0.0,0.0,0.0,622153.16,11997.6336,0.0,0.0,0.0,0.0,16426085.5,0.0,0.0
MA,2020,24426349.548835,9466067.248835,14960282.299999999,8848315.584835,0.0,0.0,0.0,605457.22,12294.444,0.0,0.0,0.0,0.0,14960282.299999999,0.0,0.0
MA,2021,24893130.213208,9803899.213208,15089231.0,9217615.661608,0.0,0.0,0.0,577151.6499999999,9131.9016,0.0,0.0,0.0,0.0,15089231.0,0.0,0.0
MA,2022,25763858.346754,10412367.046754,15351491.3,9851718.443554,0.0,0.0,0.0,554619.28,6029.3232,0.0,0.0,0.0,0.0,15351491.3,0.0,0.0
MA,2023,24417684.916699,9341762.816699,15075922.100000001,8812173.096699,0.0,0.0,0.0,529589.72,0.0,0.0,0.0,0.0,0.0,15075922.100000001,0.0,0.0
MD,2010,39187868.589314,33742445.889313996,5445422.7,33742445.889313996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5445422.7,0.0,0.0
MD,2011,36404578.997,31111051.597,5293527.4,30848873.797,0.0,0.0,0.0,260388.00000000003,1789.8,0.0,0.0,0.0,0.0,5293527.4,0.0,0.0
MD,2012,29947760.658,25129605.758,4818154.9,24872384.728,0.0,0.0,0.0,253912.75000000003,3308.28,0.0,0.0,0.0,0.0,4818154.9,0.0,0.0
MD,2013,28358842.183999997,23228190.384,5130651.8,22975063.294,0.0,0.0,0.0,249620.45,3506.64,0.0,0.0,0.0,0.0,5130651.8,0.0,0.0
MD,2014,31039961.56,25651013.06,5388948.5,25401529.169999998,0.0,0.0,0.0,244312.85,5171.04,0.0,0.0,0.0,0.0,5388948.5,0.0,0.0
MD,2015,28162526.044,22786895.144,5375630.9,22545794.484,0.0,0.0,0.0,238223.30000000002,2877.36,0.0,0.0,0.0,0.0,5375630.9,0.0,0.0
MD,2016,28039753.072,22692677.472,5347075.6,22460154.224,0.0,0.0,0.0,232523.24800000002,0.0,0.0,0.0,0.0,0.0,5347075.6,0.0,0.0
MD,2017,22812288.85,17839921.25,4972367.6,17617942.702,0.0,0.0,0.0,221978.548,0.0,0.0,0.0,0.0,0.0,4972367.6,0.0,0.0
MD,2018,28190995.272,22600965.172,5590030.1,22387280.873999998,0.0,0.0,0.0,213684.298,0.0,0.0,0.0,0.0,0.0,5590030.1,0.0,0.0
