Effective State,Year,Total Emissions,Total Direct Emissions,Total Supplier Emissions,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply 
WI,2018,80401182.82,50693553.82,29707628.999999996,50522035.62,0.0,0.0,0.0,171518.2,0.0,0.0,2069556.5,0.0,50150.5,27587921.999999996,0.0,0.0
WI,2019,72964731.5872,43461533.356,29503198.2312,43285448.158,0.0,0.0,0.0,176085.198,0.0,0.0,42051.1712,0.0,598343.86,28862803.2,0.0,0.0
WI,2020,67910777.25,40443249.79,27467527.46,40287414.592,0.0,0.0,0.0,155835.198,0.0,0.0,7575.1,0.0,76877.56,27383074.8,0.0,0.0
WI,2021,72116643.764,44538148.764,27578495.0,44381859.166,0.0,0.0,0.0,156289.598,0.0,0.0,760.7,0.0,0.0,27577734.3,0.0,0.0
WI,2022,69867374.066,39541754.166,30325619.900000002,39383605.668,0.0,0.0,0.0,158148.498,0.0,0.0,6964.0,0.0,0.0,30318655.900000002,0.0,0.0
WI,2023,71710217.26975952,39516432.21751832,32193785.052241202,39354627.71951832,0.0,0.0,0.0,161804.498,0.0,0.0,3300278.6522412,0.0,0.0,28893506.400000002,0.0,0.0
WV,2010,84305874.855605,79464011.955605,4841862.9,79464011.955605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3726396.4,1010428.0,105038.5
WV,2011,96613955.1107732,91731998.8107732,4881956.300000001,91068311.5287732,208149.082,0.0,0.0,455538.2,0.0,0.0,0.0,0.0,0.0,3655184.4000000004,1130356.1,96415.8
WV,2012,93391831.2351957,86072594.7296886,7319236.5055071,85601293.2696886,136419.56,0.0,0.0,334881.9,0.0,0.0,2618195.7055071,0.0,0.0,3437327.4,1263713.4,0.0
WV,2013,96762485.3537132,88518232.4309132,8244252.9228,88083836.2809132,143860.5,0.0,0.0,290535.65,0.0,0.0,2595364.39,0.0,0.0,3752389.5327999997,1896499.0,0.0
WV,2014,106229491.876953,95237273.8422982,10992218.0346548,94859012.5142982,108969.478,0.0,0.0,269291.85,0.0,0.0,2789152.6362548,0.0,0.0,4114367.3984000003,4000812.5999999996,87885.4
WV,2015,101897398.17706001,88676246.97706,13221151.2,88357952.16906,62143.658,0.0,0.0,256151.15000000002,0.0,0.0,2859542.0,0.0,0.0,4063286.0999999996,6193539.2,104783.9
WV,2016,104197427.954465,90571216.954465,13626211.0,89643029.774465,140582.356,172519.674,390519.5,224565.65000000002,0.0,0.0,3009621.0,0.0,0.0,4287073.8,6236574.4,92941.8
WV,2017,101350788.2684938,87318513.81332,14032274.4551738,86340339.22532,219948.91,396615.908,140504.72,221105.05,0.0,0.0,2876134.1551738,0.0,0.0,4503407.199999999,6568968.6,83764.5
WV,2018,94594299.600755,80196964.100755,14397335.5,79281866.604755,301832.696,266043.5,129202.05,218019.25,0.0,0.0,3387026.0,0.0,0.0,4784157.2,6226152.3,0.0
WV,2019,92939576.6788712,75942839.083845,16996737.5950262,75048357.553845,247366.59600000002,222721.834,208785.0,215608.09999999998,0.0,0.0,2968986.6950262,0.0,0.0,4940422.7,9087328.2,0.0
WV,2020,86344814.2112617,68352830.855195,17991983.3560667,67394756.407195,305400.292,251113.906,193039.4,208520.85,0.0,0.0,3033859.3560667,0.0,0.0,3997788.4,10900658.600000001,59677.0
WV,2021,96229582.5608944,77606519.726995,18623062.8338994,76200239.156995,747415.9920000001,391014.178,69883.35,197967.05,0.0,0.0,2997301.8338994,0.0,0.0,4569411.7,10988602.0,67747.3
WV,2022,86480693.351316,68837558.131316,17643135.22,67876784.431316,380633.35000000003,293038.9,96395.85,190705.6,0.0,0.0,2615815.72,0.0,0.0,4638332.7,10344696.899999999,44289.9
WV,2023,85116792.7070702,65699256.624675,19417536.0823952,64558942.914675,390391.972,512342.338,42427.95,195151.45,0.0,0.0,2885781.6823952,0.0,0.0,4738730.7,11784720.8,8302.9
WY,2010,64790545.457,60085247.457,4705298.0,60085247.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463412.7999999998,3241885.2,0.0
WY,2011,69676061.384,65133433.784,4542627.6,64629934.66,492634.424,0.0,0.0,10864.7,0.0,0.0,0.0,0.0,0.0,1573696.3,2968931.3,0.0
WY,2012,95694156.2037468,67530821.162,28163335.041746803,67233337.85599999,285322.556,0.0,0.0,12160.75,0.0,0.0,23950724.2417468,0.0,0.0,1478480.1,2734130.6999999997,0.0
WY,2013,93680350.89767,67959047.17999999,25721303.71767,67567058.406,379770.97400000005,0.0,0.0,12217.8,0.0,0.0,21319723.517669998,0.0,0.0,1575817.0,2825763.2,0.0
WY,2014,89650457.7319752,63004353.704,26646104.0279752,62918823.842,71928.412,0.0,0.0,13601.45,0.0,0.0,22141924.1279752,0.0,0.0,1568029.9,2936150.0,0.0
WY,2015,91005483.1546451,63367471.364,27638011.7906451,63244596.828,112597.236,0.0,0.0,10277.3,0.0,0.0,24006153.1906451,0.0,0.0,1478610.2,2153248.4,0.0
WY,2016,87379535.0558,59293038.862,28086496.1938,57567892.764,265046.58,1460099.5180000002,0.0,0.0,0.0,0.0,24088492.2938,0.0,0.0,1801801.5,2196202.4,0.0
WY,2017,89131241.80931,61953097.426,27178144.38331,60349182.932000004,321295.468,1282619.026,0.0,0.0,0.0,0.0,23347154.08331,0.0,0.0,1824334.8,2006655.5,0.0
WY,2018,87854992.068,60980528.778000005,26874463.29,59333022.244,452121.97199999995,1195384.562,0.0,0.0,0.0,0.0,22691988.39,0.0,0.0,2183210.7,1999264.2,0.0
WY,2019,82979724.8204084,56276686.936,26703037.8844084,54589336.278,486754.424,1200596.234,0.0,0.0,0.0,0.0,23026434.7844084,0.0,0.0,1830592.3,1846010.8,0.0
WY,2020,76979685.46,54213935.32,22765750.14,52659427.496,421885.436,1132622.388,0.0,0.0,0.0,0.0,18911791.54,0.0,0.0,1850527.2999999998,2003431.3,0.0
WY,2021,71256820.2,52184555.5,19072264.7,51074882.148,176934.212,932739.14,0.0,0.0,0.0,0.0,15758358.1,0.0,0.0,1570260.9000000001,1743645.7,0.0
WY,2022,74264162.235945,53759723.716,20504438.519945,52723035.412,181117.332,855570.972,0.0,0.0,0.0,0.0,16964475.419945,0.0,0.0,1788053.8,1751909.3,0.0
WY,2023,73685535.18152042,50847431.14205912,22838104.0394613,50054464.65805912,141795.54,651170.944,0.0,0.0,0.0,0.0,19385771.5394613,0.0,0.0,1759704.1,1692628.4,0.0
