Parent Company,Year,Total Direct Emissions,Total Supplier Emissions,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,Facility Count
DUNCAN OIL PROPERTIES INC,2023,67551.244,0.0,0.0,67551.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER HOLDINGS INC,2010,89532.716,0.0,89532.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DUNN PAPER HOLDINGS INC,2011,80750.872,0.0,80750.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DUNN PAPER HOLDINGS INC,2012,59449.784,0.0,59449.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DUNN PAPER HOLDINGS INC,2013,57128.236,0.0,57128.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DUNN PAPER HOLDINGS INC,2014,54781.092,0.0,54781.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DUNN PAPER HOLDINGS INC,2015,51939.304,0.0,51939.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DUNN PAPER HOLDINGS INC,2016,52401.252,0.0,52401.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DUNN PAPER HOLDINGS INC,2017,52791.552,0.0,52791.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DUNN PAPER HOLDINGS INC,2018,53854.448,0.0,53854.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DUNN PAPER HOLDINGS INC,2019,53813.148,0.0,53813.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DUNN PAPER HOLDINGS INC,2020,43543.936,0.0,43543.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DUNN PAPER HOLDINGS INC,2021,20865.872,0.0,20865.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER HOLDINGS INC,2022,14052.848,0.0,14052.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER INC,2010,27642.5,0.0,27642.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER INC,2011,26797.6,0.0,26797.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER INC,2012,28455.0,0.0,28455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER INC,2013,25521.7,0.0,25521.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER INC,2014,24832.956,0.0,24832.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER INC,2015,20082.324,0.0,20082.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER INC,2016,18329.08,0.0,18329.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER INC,2017,17721.084,0.0,17721.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER INC,2018,17043.236,0.0,17043.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER INC,2019,17648.984,0.0,17648.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUNN PAPER INC,2020,17230.536,0.0,17230.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUONIX BEATRICE LP,2017,3229.4307,0.0,3229.4307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUONIX BEATRICE LP,2018,3760.9888,0.0,3760.9888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUONIX BEATRICE LP,2019,1850.5974,0.0,1850.5974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT DE NEMOURS INC,2010,2151071.96,0.0,2151071.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
DUPONT DE NEMOURS INC,2011,1888054.18,0.0,1888054.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
DUPONT DE NEMOURS INC,2012,1093926.852,0.0,1093926.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
DUPONT DE NEMOURS INC,2013,1174349.774,0.0,1174349.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
DUPONT DE NEMOURS INC,2014,1197537.948,0.0,1197537.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
DUPONT DE NEMOURS INC,2015,1125674.236,0.0,1125674.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
DUPONT DE NEMOURS INC,2016,983995.208,0.0,983995.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
DUPONT DE NEMOURS INC,2017,963151.756,0.0,963151.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
DUPONT DE NEMOURS INC,2018,598218.03,0.0,598218.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
DUPONT DE NEMOURS INC,2019,705457.236,0.0,705457.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
DUPONT DE NEMOURS INC,2020,142759.41,0.0,142759.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
DUPONT DE NEMOURS INC,2021,139889.02,0.0,139889.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
DUPONT DE NEMOURS INC,2022,147179.142,0.0,147179.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
DUPONT DE NEMOURS INC,2023,141406.114,0.0,141406.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
DUPONT TEIJIN FILMS,2010,39975.08,0.0,39975.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2011,38120.256,0.0,38120.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2012,34473.72,0.0,34473.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2013,32736.376,0.0,32736.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2014,35790.162,0.0,35790.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2015,32661.494,0.0,32661.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2016,32602.328,0.0,32602.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2017,30614.484,0.0,30614.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2018,27767.396,0.0,27767.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2019,22002.068,0.0,22002.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2020,15294.092,0.0,15294.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2021,16248.688,0.0,16248.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2022,14892.544,0.0,14892.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUPONT TEIJIN FILMS,2023,14690.544,0.0,14690.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUQUESNE LIGHT CO,2011,76019.76,0.0,0.0,0.0,0.0,0.0,0.0,76019.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUQUESNE LIGHT CO,2012,9870.12,0.0,0.0,0.0,0.0,0.0,0.0,9870.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUQUESNE LIGHT CO,2013,21003.36,0.0,0.0,0.0,0.0,0.0,0.0,21003.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUQUESNE LIGHT CO,2014,7410.0,0.0,0.0,0.0,0.0,0.0,0.0,7410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUQUESNE LIGHT CO,2015,13185.24,0.0,0.0,0.0,0.0,0.0,0.0,13185.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUQUESNE LIGHT CO,2016,13062.12,0.0,0.0,0.0,0.0,0.0,0.0,13062.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DURANGO PRODUCTION CO,2010,1482.4702,0.0,1482.4702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DURANGO PRODUCTION CO,2011,2469.2748,0.0,2469.2748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DURANGO PRODUCTION CO,2012,1579.1946,0.0,1579.1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DURANGO PRODUCTION CO,2013,1764.8949,0.0,1764.8949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DURANGO PRODUCTION CO,2014,1929.8962,0.0,1929.8962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DURANGO PRODUCTION CO,2015,1957.9811,0.0,1957.9811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DURANGO PRODUCTION CO,2016,2049.7792,0.0,2049.7792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2010,44521.176,0.0,44521.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2011,45446.016,0.0,45446.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2012,44569.388,0.0,44569.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2013,46740.624,0.0,46740.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2014,47580.922,0.0,47580.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2015,50545.69,0.0,50545.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2016,47558.756,0.0,47558.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2017,41103.2,0.0,41103.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2018,35737.512,0.0,35737.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2019,43361.696,0.0,43361.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2020,36861.26,0.0,36861.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2021,42809.682,0.0,42809.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2022,40162.088,0.0,40162.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DUTCHESS COUNTY RESOURCE RECOVERY AGENCY,2023,35187.722,0.0,35187.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNEGY INC,2010,37445216.3577,0.0,37445216.3577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
DYNEGY INC,2011,32817567.8252,0.0,32817567.8252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
DYNEGY INC,2012,30351052.0463,0.0,30351052.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
DYNEGY INC,2013,31882808.1556,0.0,31882808.1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
DYNEGY INC,2014,32150094.0545,0.0,32150094.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
DYNEGY INC,2015,27135938.8278,0.0,27135938.8278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
DYNEGY INC,2016,23434460.1786,0.0,23434460.1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
DYNEGY INC,2017,23721620.6637,0.0,23721620.6637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
DYNEGY INC,2018,22845812.4982,0.0,22845812.4982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
DYNEGY INC,2019,17095504.0888,0.0,17095504.0888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
DYNEGY INC,2020,10622560.114,0.0,10622560.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
DYNEGY INC,2021,14251543.414,0.0,14251543.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
DYNEGY INC,2022,12753999.1496,0.0,12753999.1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
DYNEGY INC,2023,8317113.13,0.0,8317113.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
DYNO NOBEL,2010,857923.362,0.0,857923.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2011,782775.506,0.0,782775.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2012,862073.136,0.0,862073.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2013,874298.68,0.0,874298.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2014,937031.486,0.0,937031.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2015,1056002.158,0.0,1056002.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2016,905848.336,0.0,905848.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2017,795732.99,0.0,795732.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2018,669434.082,0.0,669434.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2019,713876.802,0.0,713876.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2020,776850.528,0.0,776850.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2021,837509.428,0.0,837509.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2022,1393372.384,0.0,1393372.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL,2023,1244413.048,0.0,1244413.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL INC,2010,351985.536,0.0,351985.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL INC,2011,291724.968,0.0,291724.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL INC,2012,215893.394,0.0,215893.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL INC,2013,237636.522,0.0,237636.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL INC,2014,234988.586,0.0,234988.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL INC,2015,184692.16,0.0,184692.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DYNO NOBEL INC,2016,188048.782,0.0,188048.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNO NOBEL INC,2017,193622.122,0.0,193622.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNO NOBEL INC,2018,168017.95,0.0,168017.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNO NOBEL INC,2019,179324.796,0.0,179324.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNO NOBEL INC,2020,167914.652,0.0,167914.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNO NOBEL INC,2021,200644.832,0.0,200644.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNO NOBEL INC,2022,196785.206,0.0,196785.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNO NOBEL INC,2023,190239.436,0.0,190239.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2010,1552404.5683,0.0,1552404.5683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2011,1340760.0653,0.0,1340760.0653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2012,1078590.8899,0.0,1078590.8899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2013,1331611.0368,0.0,1331611.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2014,1086196.2115,0.0,1086196.2115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2015,947279.5627,0.0,947279.5627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2016,822157.3555,0.0,822157.3555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2017,931781.9256,0.0,931781.9256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2018,999374.2426,0.0,999374.2426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2019,946822.8053,0.0,946822.8053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2020,882336.5035,0.0,882336.5035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2021,1008395.1144,0.0,1008395.1144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2022,918068.4691,0.0,918068.4691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dairyland Power Cooperative,2023,727377.6504,0.0,727377.6504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dakota Natural Gas LLC,2023,0.0,26850.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26850.6,0.0,0.0,1
Dart Oil & Gas Corp,2016,119327.526,0.0,0.0,0.0,119327.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Davis Gas Processing, Inc",2016,184734.342,0.0,0.0,0.0,184734.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Davis Gas Processing, Inc",2017,139401.246,0.0,0.0,0.0,139401.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Davis Gas Processing, Inc",2018,165132.828,0.0,0.0,0.0,165132.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Davis Gas Processing, Inc",2019,97480.74,0.0,0.0,0.0,97480.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Davis Gas Processing, Inc",2020,69364.676,0.0,0.0,0.0,69364.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Davis Gas Processing, Inc",2021,21850.148,0.0,0.0,0.0,21850.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Delano Energy Center, LLC",2013,17111.436,0.0,17111.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Delano Energy Center, LLC",2014,14450.296,0.0,14450.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Delano Energy Center, LLC",2015,10760.36,0.0,10760.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Delano Energy Center, LLC",2016,6991.224,0.0,6991.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Divide Creek Gathering System LLC,2016,33473.374,0.0,0.0,0.0,33473.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Divide Creek Gathering System LLC,2017,28641.686,0.0,0.0,0.0,28641.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Divide Creek Gathering System LLC,2018,32408.434,0.0,0.0,0.0,32408.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Divide Creek Gathering System LLC,2019,28317.432,0.0,0.0,0.0,28317.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Divide Creek Gathering System LLC,2020,25519.24,0.0,0.0,0.0,25519.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Divide Creek Gathering System LLC,2021,28006.084,0.0,0.0,0.0,28006.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Divide Creek Gathering System LLC,2022,33945.628,0.0,0.0,0.0,33945.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Divide Creek Gathering System LLC,2023,19660.6,0.0,0.0,0.0,19660.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Domtar Corporation,2010,78901.296,0.0,78901.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Domtar Corporation,2011,80374.65,0.0,80374.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Domtar Corporation,2012,84759.922,0.0,84759.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Domtar Corporation,2013,58151.164,0.0,58151.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Domtar Corporation,2014,1605.844,0.0,1605.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Double Eagle Energy Holdings IV, LLC",2023,415394.846,0.0,0.0,415394.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dow Corning Corporation,2012,4079.96,0.0,4079.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
