Parent Company,Year,Total Direct Emissions,Total Supplier Emissions,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,Facility Count
1804 LTD,2016,70403.146,0.0,70403.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1804 LTD,2017,63497.948,0.0,63497.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1804 LTD,2018,67215.636,0.0,67215.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1804 LTD,2019,80080.998,0.0,80080.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1804 LTD,2020,64293.558,0.0,64293.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1804 LTD,2021,104096.252,0.0,74320.604,0.0,29775.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1804 LTD,2022,95195.412,0.0,67585.616,0.0,27609.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1804 LTD,2023,114171.64,0.0,70700.646,0.0,43470.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"1876 Resources, LLC",2023,27277.218,0.0,0.0,27277.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 GROUP LLC,2017,48070.638,0.0,0.0,0.0,48070.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 GROUP LLC,2018,47998.248,0.0,0.0,0.0,47998.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 GROUP LLC,2019,40272.398,0.0,0.0,0.0,40272.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2010,6411.3279,0.0,6411.3279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2011,7423.0326,0.0,7423.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2012,8842.1946,0.0,8842.1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2013,8217.5802,0.0,8217.5802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2014,8904.8199,0.0,8904.8199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2015,8024.8641,0.0,8024.8641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2016,7175.7156,0.0,7175.7156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2017,7725.5904,0.0,7725.5904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2018,8374.8294,0.0,8374.8294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2019,7951.1703,0.0,7951.1703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2020,6289.2333,0.0,6289.2333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2021,8101.0113,0.0,8101.0113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2022,8754.2004,0.0,8754.2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31 OFFSHORE LLC,2023,6195.5154,0.0,6195.5154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3CM HOLDINGS LLC,2010,61045.62,398669.7,61045.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398669.7,0.0,1
3CM HOLDINGS LLC,2011,66709.268,206818.5,66709.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206818.5,0.0,1
3CM HOLDINGS LLC,2012,73376.412,151311.5,73376.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151311.5,0.0,1
3CM HOLDINGS LLC,2013,77367.276,131545.0,77367.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131545.0,0.0,1
3CM HOLDINGS LLC,2014,100308.684,885136.8,100308.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885136.8,0.0,1
3CM HOLDINGS LLC,2015,88107.352,782884.2,88107.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782884.2,0.0,1
3CM HOLDINGS LLC,2016,203874.296,589141.7,76391.448,0.0,127482.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589141.7,0.0,2
3CM HOLDINGS LLC,2017,207275.038,480462.3,72450.56,0.0,134824.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480462.3,0.0,2
3CM HOLDINGS LLC,2018,126503.982,393446.3,37481.866,0.0,89022.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393446.3,0.0,2
3CM HOLDINGS LLC,2019,218183.8,336495.9,72232.616,0.0,145951.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336495.9,0.0,2
3CM HOLDINGS LLC,2020,213425.052,491398.6,78931.39,0.0,134493.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491398.6,0.0,2
3CM HOLDINGS LLC,2021,251398.88,489905.5,80210.832,0.0,171188.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489905.5,0.0,2
3CM HOLDINGS LLC,2022,292530.952,540806.8,85203.18,0.0,207327.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540806.8,0.0,2
3CM HOLDINGS LLC,2023,213280.152,0.0,0.0,0.0,213280.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3M CO,2010,390399.0,0.0,390399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3M CO,2011,1780004.3913,0.0,1780004.3913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3M CO,2012,1850376.9949,0.0,1850376.9949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3M CO,2013,2682999.5358,0.0,2682999.5358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3M CO,2014,1626223.3787,0.0,1626223.3787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3M CO,2015,1244911.9338,0.0,1244911.9338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3M CO,2016,1041918.945,0.0,1041918.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3M CO,2017,1071428.5904,0.0,1071428.5904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3M CO,2018,1166836.6044,0.0,1166836.6044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3M CO,2019,1212019.3551,0.0,1212019.3551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3M CO,2020,1066631.2283,0.0,1066631.2283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3M CO,2021,1113367.2742,0.0,1113367.2742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3M CO,2022,1034537.6374,0.0,1034537.6374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3M CO,2023,1007143.6889,0.0,1007143.6889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
600 LAND INC,2010,470600.394,0.0,470600.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2011,519468.606,0.0,519468.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2012,539971.996,0.0,539971.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2013,498436.58,0.0,498436.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2014,525453.74,0.0,525453.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2015,515558.73,0.0,515558.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2016,166864.79,0.0,166864.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2017,170159.968,0.0,170159.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2018,158129.298,0.0,158129.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2019,174792.656,0.0,174792.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2020,172827.648,0.0,172827.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2021,166987.76,0.0,166987.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2022,157796.674,0.0,157796.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
600 LAND INC,2023,128071.532,0.0,128071.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
89 ENERGY LLC,2021,56693.82,0.0,0.0,56693.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
89 ENERGY LLC,2022,103680.23,0.0,0.0,103680.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
89 ENERGY LLC,2023,128290.866,0.0,0.0,128290.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
A TIMOSHENKO,2010,10348.125,0.0,10348.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2011,3995.625,0.0,3995.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2012,3444.375,0.0,3444.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2013,1835.625,0.0,1835.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2014,1546.6875,0.0,1546.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2015,1801.125,0.0,1801.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2016,1892.25,0.0,1892.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2017,1742.8125,0.0,1742.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2018,2042.25,0.0,2042.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2019,2975.0625,0.0,2975.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2020,2485.6875,0.0,2485.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2021,1795.6875,0.0,1795.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2022,3556.875,0.0,3556.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A TIMOSHENKO,2023,3176.625,0.0,3176.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A-GAS US HOLDINGS INC,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A-GAS US HOLDINGS INC,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A-GAS US HOLDINGS INC,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A-GAS US HOLDINGS INC,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A-GAS US HOLDINGS INC,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A-GAS US INC,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A-GAS US INC,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
A-GAS US INC,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
A-GAS US INC,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
A-GAS US INC,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
A-GAS US INC,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
A-GAS US INC,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
A-GAS US INC,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
AAF-MCQUAY GROUP INC,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAF-MCQUAY GROUP INC,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABATIS HILL TOP HOLDING LLC,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABATIS HILL TOP HOLDING LLC,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABATIS HILL TOP HOLDING LLC,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2011,27106.92,0.0,27106.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2012,114.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2013,70789.44,0.0,70789.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2014,21637.2,0.0,21637.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2015,10898.4,0.0,10898.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2016,4550.88,0.0,4550.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2017,6495.72,0.0,6495.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2018,4468.8,0.0,4468.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2019,15043.44,0.0,15043.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2020,11023.8,0.0,11023.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2021,1048.7772,0.0,1048.7772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2022,1596.0684,0.0,1596.0684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABB LTD,2023,5927.9772,0.0,5927.9772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABBOTT LABORATORIES,2010,187335.618,0.0,187335.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ABBOTT LABORATORIES,2011,156943.128,0.0,156943.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ABBOTT LABORATORIES,2012,131615.968,0.0,131615.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ABBOTT LABORATORIES,2013,145451.04,0.0,145451.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ABBOTT LABORATORIES,2014,147315.75,0.0,147315.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ABBOTT LABORATORIES,2015,137003.58,0.0,137003.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ABBOTT LABORATORIES,2016,138160.128,0.0,138160.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ABBOTT LABORATORIES,2017,117778.608,0.0,117778.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
ABBOTT LABORATORIES,2018,114188.668,0.0,114188.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
ABBOTT LABORATORIES,2019,113542.672,0.0,113542.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
ABBOTT LABORATORIES,2020,111891.528,0.0,111891.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
ABBOTT LABORATORIES,2021,135897.736,0.0,135897.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ABBOTT LABORATORIES,2022,138440.828,0.0,138440.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ABBOTT LABORATORIES,2023,134386.892,0.0,134386.892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ABBVIE INC,2010,201087.658,0.0,201087.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2011,200835.466,0.0,200835.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2012,190351.388,0.0,190351.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2013,185917.646,0.0,185917.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2014,183275.246,0.0,183275.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2015,169719.19,0.0,169719.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2016,159491.922,0.0,159491.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2017,148979.598,0.0,148979.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2018,154504.092,0.0,154504.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2019,154325.934,0.0,154325.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2020,128416.176,0.0,128416.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2021,128081.35,0.0,128081.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2022,106306.578,0.0,106306.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABBVIE INC,2023,99777.824,0.0,99777.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABENGOA BIOENERGY,2010,112700.176,0.0,112700.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABENGOA BIOENERGY,2011,107471.408,0.0,107471.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABENGOA BIOENERGY,2012,98975.828,0.0,98975.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABENGOA BIOENERGY,2013,102429.264,0.0,102429.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ABENGOA BIOENERGY,2014,130528.12,0.0,130528.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
ABENGOA BIOENERGY,2015,127826.276,0.0,127826.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
ABENGOA BIOENERGY,2016,77128.66,0.0,77128.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABENGOA BIOENERGY,2017,96719.636,0.0,96719.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABENGOA BIOENERGY,2018,87376.32,0.0,87376.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABENGOA BIOENERGY,2019,104992.404,0.0,104992.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABENGOA BIOENERGY,2020,110901.032,0.0,110901.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABENGOA BIOENERGY,2021,117000.16,0.0,117000.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABENGOA BIOENERGY,2022,103476.46,0.0,103476.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABENGOA BIOENERGY,2023,86449.424,0.0,86449.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABF ENTERPRISES,2010,1099.4014,0.0,1099.4014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABF ENTERPRISES,2011,1440.1386,0.0,1440.1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABF ENTERPRISES,2012,1492.5694,0.0,1492.5694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABF ENTERPRISES,2013,1498.5724,0.0,1498.5724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABF ENTERPRISES,2014,1624.1249,0.0,1624.1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
