DISTRICTID,Year,Total Emissions,Total Direct Emissions,Total Supplier Emissions,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,Representative_Name,Representative_Last_Name,Representative_Party
0101,2010,18691010.654064998,15825638.554065,2865372.1,15825638.554065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2195012.6,670359.5,0.0,Barry Moore,Moore,Republican
0101,2011,16467521.594,13940897.694,2526623.9,13940897.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925174.7999999998,601449.1,0.0,Barry Moore,Moore,Republican
0101,2012,29433729.8141691,15138574.165275,14295155.6488941,15138574.165275,0.0,0.0,0.0,0.0,0.0,0.0,11540837.1488941,0.0,0.0,2228205.8000000003,526112.7,0.0,Barry Moore,Moore,Republican
0101,2013,30223569.9472806,15416161.041000001,14807408.906280601,15416161.041000001,0.0,0.0,0.0,0.0,0.0,0.0,12032719.5902806,0.0,0.0,2249194.716,525494.6,0.0,Barry Moore,Moore,Republican
0101,2014,31205186.1250646,15701179.763,15504006.362064598,15701179.763,0.0,0.0,0.0,0.0,0.0,0.0,12767338.4684646,0.0,0.0,2300522.4936,436145.4,0.0,Barry Moore,Moore,Republican
0101,2015,30132369.0238503,14893270.9978,15239098.0260503,14893270.9978,0.0,0.0,0.0,0.0,0.0,0.0,12145175.1260503,0.0,0.0,2683588.5999999996,410334.3,0.0,Barry Moore,Moore,Republican
0101,2016,30932903.0528888,15150967.086000001,15781935.9668888,15150967.086000001,0.0,0.0,0.0,0.0,0.0,0.0,12668067.1668888,0.0,0.0,2781396.8000000003,332472.0,0.0,Barry Moore,Moore,Republican
0101,2017,29252705.856073003,13816060.318,15436645.538073,13816060.318,0.0,0.0,0.0,0.0,0.0,0.0,12186432.938073,0.0,0.0,2971548.7,278663.9,0.0,Barry Moore,Moore,Republican
0101,2018,28602562.6056851,14321682.228,14280880.3776851,14321682.228,0.0,0.0,0.0,0.0,0.0,0.0,11317103.8776851,0.0,0.0,2755303.9,208472.6,0.0,Barry Moore,Moore,Republican
0101,2019,28081189.9859847,14306362.913999999,13774827.071984699,14306362.913999999,0.0,0.0,0.0,0.0,0.0,0.0,11002906.471984701,0.0,0.0,2660791.5999999996,111129.0,0.0,Barry Moore,Moore,Republican
0101,2020,26226623.5160649,13033852.7552,13192770.7608649,13033740.032,0.0,0.0,0.0,0.0,112.7232,0.0,10050889.9608649,0.0,0.0,2992975.1,148905.7,0.0,Barry Moore,Moore,Republican
0101,2021,30664137.9169112,13939522.5108,16724615.4061112,13939164.984,0.0,0.0,0.0,0.0,357.5268,0.0,10331506.0061112,0.0,0.0,2994776.4,3398333.0,0.0,Barry Moore,Moore,Republican
0101,2022,29547266.505869,13835281.2812,15711985.224669,13833444.878,0.0,0.0,0.0,0.0,1836.4032,0.0,11017693.624669,0.0,0.0,2886528.1,1807763.5,0.0,Barry Moore,Moore,Republican
0101,2023,28121539.9594621,11739249.5408,16382290.4186621,11737644.056,0.0,0.0,0.0,0.0,1605.4848,0.0,11825635.1186621,0.0,0.0,2828049.5,1728605.7999999998,0.0,Barry Moore,Moore,Republican
0102,2010,8288350.816000001,6189033.916,2099316.9,6189033.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2075862.0,23454.9,0.0,Shomari Figures,Figures,Democrat
0102,2011,9525887.836000001,6725638.236,2800249.6,6693468.936,0.0,0.0,0.0,32169.3,0.0,0.0,0.0,0.0,0.0,2775751.8000000003,24497.8,0.0,Shomari Figures,Figures,Democrat
0102,2012,8636918.016,5678568.416,2958349.5999999996,5648851.416,0.0,0.0,0.0,29717.0,0.0,0.0,0.0,0.0,0.0,2922902.0999999996,35447.5,0.0,Shomari Figures,Figures,Democrat
0102,2013,8231876.1464,5274230.216,2957645.9304000004,5244486.666,0.0,0.0,0.0,29743.55,0.0,0.0,0.0,0.0,0.0,2900216.0304,57429.9,0.0,Shomari Figures,Figures,Democrat
0102,2014,8327565.686000001,5478872.614,2848693.072,5450489.414,0.0,0.0,0.0,28383.199999999997,0.0,0.0,0.0,0.0,0.0,2769748.372,78944.7,0.0,Shomari Figures,Figures,Democrat
0102,2015,9222849.981,5814648.881,3408201.0999999996,5788175.931,0.0,0.0,0.0,26472.95,0.0,0.0,0.0,0.0,0.0,3339494.0,68707.1,0.0,Shomari Figures,Figures,Democrat
0102,2016,9067625.521000002,5731743.021,3335882.5000000005,5707153.271000001,0.0,0.0,0.0,24589.75,0.0,0.0,0.0,0.0,0.0,3256569.7,79312.8,0.0,Shomari Figures,Figures,Democrat
0102,2017,7833440.035,4806876.735,3026563.3,4784122.585,0.0,0.0,0.0,22754.149999999998,0.0,0.0,0.0,0.0,0.0,2991407.5,35155.8,0.0,Shomari Figures,Figures,Democrat
0102,2018,8502789.465,5193233.065,3309556.4,5173901.015,0.0,0.0,0.0,19332.05,0.0,0.0,0.0,0.0,0.0,3288417.5,21138.9,0.0,Shomari Figures,Figures,Democrat
0102,2019,8066418.169,4821674.9690000005,3244743.1999999997,4804867.269,0.0,0.0,0.0,16807.7,0.0,0.0,0.0,0.0,0.0,3225813.6,18929.6,0.0,Shomari Figures,Figures,Democrat
0102,2020,7332446.392,3977810.492,3354635.9,3962185.792,0.0,0.0,0.0,15624.7,0.0,0.0,0.0,0.0,0.0,3354635.9,0.0,0.0,Shomari Figures,Figures,Democrat
0102,2021,7386566.78,3731589.1799999997,3654977.6,3717519.1799999997,0.0,0.0,0.0,14070.0,0.0,0.0,0.0,0.0,0.0,3654977.6,0.0,0.0,Shomari Figures,Figures,Democrat
0102,2022,7445379.694,3818689.594,3626690.1,3804517.844,0.0,0.0,0.0,14171.75,0.0,0.0,0.0,0.0,0.0,3626690.1,0.0,0.0,Shomari Figures,Figures,Democrat
0102,2023,8044804.146,4283164.4459999995,3761639.6999999997,4269157.296,0.0,0.0,0.0,14007.15,0.0,0.0,0.0,0.0,0.0,3761639.6999999997,0.0,0.0,Shomari Figures,Figures,Democrat
0103,2010,6198632.244446,6053219.6444459995,145412.6,6053219.6444459995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145412.6,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2011,7457183.050000001,7318180.850000001,139002.2,7318180.850000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139002.2,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2012,8058079.556875,7901449.756875,156629.8,7901449.756875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156629.8,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2013,6696830.922,6534310.1219999995,162520.8,6534310.1219999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162520.8,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2014,8855929.216,8662800.816,193128.4,8662800.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193128.4,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2015,8194310.65,7977789.95,216520.7,7977789.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216520.7,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2016,8522429.83,8328826.7299999995,193603.1,8328826.7299999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193603.1,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2017,7985097.199,7812145.299000001,172951.9,7812145.299000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172951.9,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2018,9139066.931,8953707.931,185359.0,8953707.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185359.0,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2019,9548916.326,9356023.026,192893.3,9356023.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192893.3,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2020,9208319.105999999,9039846.205999998,168472.9,9039846.205999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168472.9,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2021,8674049.751,8486786.050999999,187263.7,8486786.050999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187263.7,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2022,8773785.458,8552954.658,220830.8,8552954.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220830.8,0.0,0.0,Mike Rogers,Rogers,Republican
0103,2023,8968936.339544,8781237.239544,187699.1,8781237.239544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187699.1,0.0,0.0,Mike Rogers,Rogers,Republican
0104,2010,16257688.540000001,14678210.24,1579478.3,14678210.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579478.3,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2011,14382193.775999999,12841485.076,1540708.7,12841485.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540708.7,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2012,10340561.338,8886315.338,1454246.0,8886315.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454246.0,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2013,10831870.146,9272584.046,1559286.0999999999,9271615.096,0.0,0.0,0.0,968.95,0.0,0.0,0.0,0.0,0.0,1559286.0999999999,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2014,12769821.712,11215913.012,1553908.7,11214919.812,0.0,0.0,0.0,993.2,0.0,0.0,0.0,0.0,0.0,1553908.7,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2015,12303145.436,10854517.436,1448628.0,10853511.236,0.0,0.0,0.0,1006.2,0.0,0.0,0.0,0.0,0.0,1448628.0,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2016,10832538.441,9436814.841,1395723.6,9435783.391,0.0,0.0,0.0,1031.45,0.0,0.0,0.0,0.0,0.0,1395723.6,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2017,8924303.31,7497526.71,1426776.5999999999,7496475.41,0.0,0.0,0.0,1051.3,0.0,0.0,0.0,0.0,0.0,1426776.5999999999,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2018,9850185.271,8356553.971,1493631.3,8355485.171,0.0,0.0,0.0,1068.8,0.0,0.0,0.0,0.0,0.0,1493631.3,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2019,4761660.976,3313622.376,1448038.6,3313622.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448038.6,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2020,4298611.685,2873497.385,1425114.3,2873497.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425114.3,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2021,4091575.846,2615168.046,1476407.8,2615168.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476407.8,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2022,3520716.4,1990259.1,1530457.3,1990259.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530457.3,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0104,2023,3233845.338,1783754.338,1450091.0,1783754.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450091.0,0.0,0.0,Robert B. Aderholt,Aderholt,Republican
0105,2010,12137886.976,11362126.076,775760.9,11362126.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775760.9,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2011,12057941.80208,11325966.30208,731975.5,11315281.15208,0.0,0.0,0.0,10685.15,0.0,0.0,0.0,0.0,0.0,731975.5,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2012,11402747.6104,10718898.510400001,683849.1,10718898.510400001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683849.1,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2013,10285403.7168,9523772.9168,761630.8,9523772.9168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761630.8,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2014,9984304.30356,9188288.20356,796016.1,9175336.603559999,0.0,0.0,0.0,12951.6,0.0,0.0,0.0,0.0,0.0,796016.1,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2015,8074510.491444,7332616.3914439995,741894.1000000001,7320241.491444,0.0,0.0,0.0,12374.9,0.0,0.0,0.0,0.0,0.0,741894.1000000001,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2016,6553844.43966,5819403.33966,734441.1000000001,5810174.13966,0.0,0.0,0.0,9229.2,0.0,0.0,0.0,0.0,0.0,734441.1000000001,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2017,6242688.6815720005,5525598.281572,717090.3999999999,5516621.881572001,0.0,0.0,0.0,8976.4,0.0,0.0,0.0,0.0,0.0,717090.3999999999,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2018,6934360.615172,6099451.815172,834908.8,6090583.765172,0.0,0.0,0.0,8868.05,0.0,0.0,0.0,0.0,0.0,834908.8,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2019,6360672.009432,5578970.209432,781701.8,5570108.4094320005,0.0,0.0,0.0,8861.8,0.0,0.0,0.0,0.0,0.0,781701.8,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2020,5667862.669323999,4957041.969324,710820.7,4948725.219324,0.0,0.0,0.0,8316.75,0.0,0.0,0.0,0.0,0.0,710820.7,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2021,6581695.72296,5804118.42296,777577.3,5795638.22296,0.0,0.0,0.0,8480.2,0.0,0.0,0.0,0.0,0.0,777577.3,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2022,7437868.0237960005,6590973.523796,846894.5,6582819.323796,0.0,0.0,0.0,8154.2,0.0,0.0,0.0,0.0,0.0,846894.5,0.0,0.0,Dale W. Strong,Strong,Republican
0105,2023,7249691.886623999,6472618.586624,777073.3,6465082.7866239995,0.0,0.0,0.0,7535.8,0.0,0.0,0.0,0.0,0.0,777073.3,0.0,0.0,Dale W. Strong,Strong,Republican
0106,2010,17156910.264,17054467.463999998,102442.8,17054467.463999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102442.8,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2011,21209099.244,21125252.144,83847.1,21125252.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83847.1,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2012,20045395.966000002,19967919.066,77476.9,19881597.666,0.0,0.0,0.0,86321.4,0.0,0.0,0.0,0.0,0.0,77476.9,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2013,18046292.362,17906728.262,139564.1,17765931.164,0.0,0.0,0.0,140797.098,0.0,0.0,0.0,0.0,0.0,139564.1,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2014,17803896.06,17684516.16,119379.9,17682480.66,0.0,0.0,0.0,2035.5,0.0,0.0,0.0,0.0,0.0,119379.9,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2015,19022954.490000002,18874824.89,148129.6,18872304.542,0.0,0.0,0.0,2520.348,0.0,0.0,0.0,0.0,0.0,148129.6,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2016,15825015.719999999,15674516.719999999,150499.0,15672321.57,0.0,0.0,0.0,2195.15,0.0,0.0,0.0,0.0,0.0,150499.0,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2017,14988849.014,14870624.814,118224.2,14868435.164,0.0,0.0,0.0,2189.65,0.0,0.0,0.0,0.0,0.0,118224.2,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2018,16272584.614,16072908.614,199676.0,16070706.913999999,0.0,0.0,0.0,2201.7,0.0,0.0,0.0,0.0,0.0,199676.0,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2019,15568467.656,15409119.556,159348.1,15406928.456,0.0,0.0,0.0,2191.1,0.0,0.0,0.0,0.0,0.0,159348.1,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2020,14036468.172,13890666.572,145801.6,13888473.222000001,0.0,0.0,0.0,2193.35,0.0,0.0,0.0,0.0,0.0,145801.6,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2021,14665504.234,14494408.034,171096.2,14492197.084,0.0,0.0,0.0,2210.95,0.0,0.0,0.0,0.0,0.0,171096.2,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2022,14973229.54,14806033.94,167195.6,14803823.49,0.0,0.0,0.0,2210.45,0.0,0.0,0.0,0.0,0.0,167195.6,0.0,0.0,Gary J. Palmer,Palmer,Republican
0106,2023,14256677.896,14085306.196,171371.7,14083111.345999999,0.0,0.0,0.0,2194.85,0.0,0.0,0.0,0.0,0.0,171371.7,0.0,0.0,Gary J. Palmer,Palmer,Republican
0107,2010,34951722.958,30560322.058,4391400.899999999,30560322.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4387839.6,3561.3,0.0,Terri A. Sewell,Sewell,Democrat
0107,2011,42215808.666,38098101.566,4117707.1,37777538.166,79882.95,0.0,0.0,240680.45,0.0,0.0,0.0,0.0,0.0,4114387.4,3319.7,0.0,Terri A. Sewell,Sewell,Democrat
0107,2012,48019200.8208,34907114.786,13112086.0348,34592361.986,81356.0,0.0,0.0,233396.8,0.0,0.0,9111308.9348,0.0,0.0,3998205.6,2571.5,0.0,Terri A. Sewell,Sewell,Democrat
0107,2013,52496154.896,38225518.996,14270635.9,37952132.598,49343.598,0.0,0.0,224042.8,0.0,0.0,9951006.0,0.0,0.0,4317111.8,2518.1,0.0,Terri A. Sewell,Sewell,Democrat
0107,2014,49961479.136,36298643.236,13662835.9,36029579.68,57180.906,0.0,0.0,211882.65,0.0,0.0,8985361.0,0.0,0.0,4674338.6,3136.3,0.0,Terri A. Sewell,Sewell,Democrat
0107,2015,47018005.028,32639619.128000002,14378385.9,32319364.286000002,117171.342,0.0,0.0,203083.5,0.0,0.0,9634396.0,0.0,0.0,4740137.0,3852.9,0.0,Terri A. Sewell,Sewell,Democrat
0107,2016,44262531.041999996,29951140.941999998,14311390.1,29281488.546,475817.996,0.0,0.0,193834.4,0.0,0.0,9256794.0,0.0,0.0,5054596.1,0.0,0.0,Terri A. Sewell,Sewell,Democrat
0107,2017,45414445.178,31136345.577999998,14278099.6,30564110.634,382736.244,0.0,0.0,189498.7,0.0,0.0,9205518.0,0.0,0.0,5072581.6,0.0,0.0,Terri A. Sewell,Sewell,Democrat
0107,2018,45730685.786,29140947.386,16589738.4,28961757.686,0.0,0.0,0.0,179189.7,0.0,0.0,10736683.0,0.0,0.0,5853055.4,0.0,0.0,Terri A. Sewell,Sewell,Democrat
0107,2019,45375007.156,28855166.755999997,16519840.4,28683790.705999997,0.0,0.0,0.0,171376.05,0.0,0.0,10659096.0,0.0,0.0,5860744.4,0.0,0.0,Terri A. Sewell,Sewell,Democrat
0107,2020,42998323.116,26133335.516000003,16864987.6,25969899.816,0.0,0.0,0.0,163435.7,0.0,0.0,11366638.0,0.0,0.0,5498349.6,0.0,0.0,Terri A. Sewell,Sewell,Democrat
0107,2021,47119288.098,29501124.797999997,17618163.3,29344307.297999997,0.0,0.0,0.0,156817.5,0.0,0.0,11945991.0,0.0,0.0,5672172.3,0.0,0.0,Terri A. Sewell,Sewell,Democrat
0107,2022,47650943.458,30196344.858,17454598.6,30045011.358,0.0,0.0,0.0,151333.5,0.0,0.0,11695295.0,0.0,0.0,5759303.6,0.0,0.0,Terri A. Sewell,Sewell,Democrat
0107,2023,41553839.514,24963857.414,16589982.1,24815689.014,0.0,0.0,0.0,148168.4,0.0,0.0,11040233.0,0.0,0.0,5549749.1,0.0,0.0,Terri A. Sewell,Sewell,Democrat
0200,2010,20151950.062,17544758.662,2607191.4,17544758.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2607191.4,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2011,22902015.186,20227318.286,2674696.9,18789803.038,1437515.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2674696.9,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2012,36929611.974321,20396143.286321,16533468.688000001,19033119.546321,1363023.74,0.0,0.0,0.0,0.0,0.0,13675285.788,0.0,0.0,2858182.9000000004,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2013,37693997.482,20250210.782,17443786.7,18783388.96,1466821.822,0.0,0.0,0.0,0.0,0.0,14753136.1,0.0,0.0,2690650.6,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2014,35247337.670912005,19580624.878,15666712.792912,18190225.851999998,1390399.026,0.0,0.0,0.0,0.0,0.0,13171919.692912001,0.0,0.0,2494793.1,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2015,35427526.49,19879134.68,15548391.809999999,18532505.338,1346629.342,0.0,0.0,0.0,0.0,0.0,12694759.71,0.0,0.0,2853632.1,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2016,34994466.984,20321383.084,14673083.9,15003771.362,1479123.168,3838488.554,0.0,0.0,0.0,0.0,11735701.100000001,0.0,0.0,2937382.8,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2017,35420221.0571,20840268.662,14579952.395100001,15195128.524,1503987.756,4141152.382,0.0,0.0,0.0,0.0,11537842.1951,0.0,0.0,3042110.1999999997,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2018,33719496.726100005,19762193.252,13957303.474100001,14230830.175999999,1875515.4239999999,3655847.652,0.0,0.0,0.0,0.0,11057379.6741,0.0,0.0,2899923.8000000003,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2019,33495726.0027786,19934727.238,13560998.764778601,14294121.968,1752807.45,3887797.8200000003,0.0,0.0,0.0,0.0,10795087.6647786,0.0,0.0,2765911.1,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2020,31598935.484,19452750.283999998,12146185.2,14231452.71,1744095.018,3477202.556,0.0,0.0,0.0,0.0,9194132.2,0.0,0.0,2952053.0,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2021,33823767.122,19345652.522,14478114.6,14209683.74,1649383.054,3486585.728,0.0,0.0,0.0,0.0,11429496.3,0.0,0.0,3048618.3000000003,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2022,33328272.0061,19602532.6092,13725739.3969,14331250.914,1630895.686,3639123.2539999997,0.0,0.0,1262.7552,0.0,10822557.4969,0.0,0.0,2903181.9,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0200,2023,34382592.2893017,19550721.4616,14831870.827701699,14181754.458,1556688.19,3802851.766,0.0,0.0,9427.0476,0.0,11729746.727701701,0.0,0.0,3102124.0999999996,0.0,0.0,Nicholas J. Begich III,Begich,Republican
0401,2010,202864.447375,202864.447375,0.0,202864.447375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2011,209647.895125,209647.895125,0.0,209647.895125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2012,259743.308325,259743.308325,0.0,259743.308325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2013,191408.25,191408.25,0.0,191408.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2014,204414.5,204414.5,0.0,204414.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2015,207373.25,207373.25,0.0,207373.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2016,164397.5,164397.5,0.0,164397.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2017,176362.25,176362.25,0.0,176362.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2018,154428.5,154428.5,0.0,154428.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2019,144247.75,144247.75,0.0,144247.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2020,141758.75,141758.75,0.0,141758.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2021,172400.75,172400.75,0.0,172400.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2022,136789.5,136789.5,0.0,136789.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0401,2023,117071.5,117071.5,0.0,117071.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Schweikert,Schweikert,Republican
0402,2010,44879658.657823,43415624.757823,1464033.9,43415624.757823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464033.9,0.0,0.0,Elijah Crane,Crane,Republican
0402,2011,45772143.820675,44347499.520675,1424644.3,44332226.870675005,0.0,0.0,0.0,15272.65,0.0,0.0,0.0,0.0,0.0,1424644.3,0.0,0.0,Elijah Crane,Crane,Republican
0402,2012,43506805.665285,42005830.365285,1500975.3,41991271.115285,0.0,0.0,0.0,14559.25,0.0,0.0,0.0,0.0,0.0,1500975.3,0.0,0.0,Elijah Crane,Crane,Republican
0402,2013,45527115.532,43781919.532,1745196.0,43767318.032,0.0,0.0,0.0,14601.5,0.0,0.0,0.0,0.0,0.0,1745196.0,0.0,0.0,Elijah Crane,Crane,Republican
0402,2014,45229106.396000005,43510632.196,1718474.2,43496044.596,0.0,0.0,0.0,14587.6,0.0,0.0,0.0,0.0,0.0,1718474.2,0.0,0.0,Elijah Crane,Crane,Republican
0402,2015,40304309.306,38674269.006,1630040.3,38659618.905999996,0.0,0.0,0.0,14650.1,0.0,0.0,0.0,0.0,0.0,1630040.3,0.0,0.0,Elijah Crane,Crane,Republican
0402,2016,34600431.206,33036780.006,1563651.2,33022134.156,0.0,0.0,0.0,14645.85,0.0,0.0,0.0,0.0,0.0,1563651.2,0.0,0.0,Elijah Crane,Crane,Republican
0402,2017,36197669.134,34739982.334,1457686.8,34725272.384,0.0,0.0,0.0,14709.95,0.0,0.0,0.0,0.0,0.0,1457686.8,0.0,0.0,Elijah Crane,Crane,Republican
0402,2018,36744255.322,35169320.322,1574935.0,35154533.022,0.0,0.0,0.0,14787.3,0.0,0.0,0.0,0.0,0.0,1574935.0,0.0,0.0,Elijah Crane,Crane,Republican
