Direct Point Emitters,Facility Id,Facility Name,GHG Quantity Associated with CO2 Supply ,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Produced,Gathering & Boosting,LDC - Direct Emissions,Onshore Oil & Gas Prod.,SF6 from Elec. Equip.,Transmission Pipelines,Year,Parent Company,Parent Ownership %,Total Direct Emissions,Total Supplier Emissions
293290.944,1000001,PSE Ferndale Generating Station,,,,,,,,,,,,,2010,"Empeco IV, LLC and USPF II Ferndale Holdings, LLC; Diamond Generating Corporation; Tenaska Energy, Inc. and Tenaska Energy Holdings, LLC",74.33298; 14.00002; 11.667,293290.944,0.0
108094.104,1000002,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc.,100.0,108094.104,0.0
78408.2,1000003,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc.,100.0,78408.2,0.0
62346.096,1000004,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc.,100.0,62346.096,0.0
74196.872,1000005,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc.,100.0,74196.872,0.0
42819.16,1000006,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc.,100.0,42819.16,0.0
284.548,1000007,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,,,,,,,,,,,,,2010,"Eagle Materials, Inc.",100.0,284.548,0.0
,1000008,"St. Lawrence Gas Co., Inc.",0.0,0.0,0.0,391676.1,0.0,0.0,0.0,,,,,,2010,"St.Lawrence Gas Co., Inc.",100.0,0.0,391676.1
93596.1,1000010,SANTA ROSA CENTRAL LANDFILL,,,,,,,,,,,,,2010,Santa Rosa County Board of County Commissioners,100.0,93596.1,0.0
,1000011,Central Hudson Gas and Electric Corporation,0.0,0.0,0.0,1074677.6,0.0,0.0,0.0,,,,,,2010,,,0.0,1074677.6
23936.256,1000015,TYSON FOODS INCORPORATED,,,,,,,,,,,,,2010,Tyson Foods Incorporated,100.0,23936.256,0.0
57417.554,1000016,TYSON FARMS INCORPORATED HARMONY,,,,,,,,,,,,,2010,"Tyson Foods, inc.",100.0,57417.554,0.0
128757.066,1000017,BASF CORPORATION,,,,,,,,,,,,,2010,BASF Corporation,100.0,128757.066,0.0
260266.97,1000019,WESTERN SUGAR COMPANY,,,,,,,,,,,,,2010,Western Sugar Cooperative,100.0,260266.97,0.0
62797.712,1000020,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc.,100.0,62797.712,0.0
96404.452,1000021,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc.,100.0,96404.452,0.0
30953.33,1000022,ISP TECHNOLOGIES TEXAS CITY PLANT,,,,,,,,,,,,,2010,"International Specialty Products, Inc.",100.0,30953.33,0.0
114130.356,1000023,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc.,100.0,114130.356,0.0
73635.1,1000024,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc.,100.0,73635.1,0.0
596813.272,1000025,PLACID REFINING CO LLC - PORT ALLEN REFINERY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2010,Placid Refining Co LLC,100.0,596813.272,0.0
98427.474,1000026,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc,100.0,98427.474,0.0
27515.78,1000027,The Children\s Hospital of Philadelphia,,,,,,,,,,,,,2010,The Children's Hospital of Philadelphia,100.0,27515.78,0.0
84940.136,1000028,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc.,100.0,84940.136,0.0
95687.986,1000029,NUCOR STEEL SEATTLE INC,,,,,,,,,,,,,2010,Nucor Corporation,100.0,95687.986,0.0
319299.694,1000030,US MAGNESIUM LLC,,,,,,,,,,,,,2010,THE RENCO GROUP INC,100.0,319299.694,0.0
83462.401875,1000031,Northwest Regional Landfill,,,,,,,,,,,,,2010,"Waste Management, Inc.",100.0,83462.401875,0.0
306360.59,1000032,KRATON POLYMERS U S LLC,,,,,,,,,,,,,2010,KRATON POLYMERS U.S. LLC,100.0,306360.59,0.0
71652.68,1000033,San Gabriel Cogeneration Facility,,,,,,,,,,,,,2010,Veresen U.S. Power Inc.,100.0,71652.68,0.0
141764.544,1000034,ADM MILLING COMPANY,,,,,,,,,,,,,2010,Archer Daniels Midland Company,100.0,141764.544,0.0
176925.57,1000035,ANDERSONS MARATHON ETHANOL LLC,,,,,,,,,,,,,2010,"The Andersons, Inc.",50.0,176925.57,0.0
228655.118,1000036,UNIVERSITY OF CINCINNATI,,,,,,,,,,,,,2010,University of Cincinnati,100.0,228655.118,0.0
26616.618,1000037,TYSON FRESH MEATS INC,,,,,,,,,,,,,2010,"Tyson Foods, Inc.",100.0,26616.618,0.0
22426.116,1000038,TYSON FRESH MEATS,,,,,,,,,,,,,2010,"Tyson Foods, Inc.",100.0,22426.116,0.0
170.0,1000039,Alstom Grid LLC,,,,,,,,,,,,,2010,Alstom Grid Inc,100.0,170.0,0.0
47883.192,1000040,"Tyson Fresh Meats, Inc.- Dakota City, NE",,,,,,,,,,,,,2010,"Tyson Foods, Inc.",100.0,47883.192,0.0
41408.144,1000041,WISCONSIN PAPERBOARD CORP,,,,,,,,,,,,,2010,The Newark Group Inc.,100.0,41408.144,0.0
1311281.1,1000043,PRAXAIR Texas City Hydrogen Complex,,,,,,,,,,,,,2010,"Praxair, Inc.",100.0,1311281.1,0.0
46411.876,1000045,TYSON POULTRY INC.-SEDALIA,,,,,,,,,,,,,2010,Tyson Foods Inc.,100.0,46411.876,0.0
42166.496,1000046,BADLANDS SANITARY LANDFILL,,,,,,,,,,,,,2010,County of Riverside,100.0,42166.496,0.0
101940.18,1000047,PENOBSCOT ENERGY RECOVERY CO.,,,,,,,,,,,,,2010,SET PERC Investment LLC,53.0,101940.18,0.0
3220.388,1000049,Lange,,,,,,,,,,,,,2010,Black Hills Corporation,100.0,3220.388,0.0
747510.792,1000050,Wygen I,,,,,,,,,,,,,2010,Black Hills Corporation; Municipal Energy Agency of Nebraska,76.5; 23.5,747510.792,0.0
3031064.116,1000052,Mesquite Generating Station,,,,,,,,,,,,,2010,Sempra Generation,100.0,3031064.116,0.0
93283.346,1000053,TEXAS MEDICAL CENTER CENTRAL HEATING AND COOLING SERVICES CORPORATION,,,,,,,,,,,,,2010,Texas Medical Center Central Heating and Cooling Services Corporation,100.0,93283.346,0.0
,1000054,City of Tallahassee Natural Gas Utility,0.0,0.0,0.0,155004.5,0.0,0.0,0.0,,,,,,2010,City of Tallahassee,100.0,0.0,155004.5
0.0,1000055,CALPINE NEWARK,,,,,,,,,,,,,2010,Calpine Corporation,100.0,0.0,0.0
170289.64,1000056,SPECIALTY MINERALS,,,,,,,,,,,,,2010,"Minerals Technologies, Inc.",100.0,170289.64,0.0
0.0,1000057,Tri-Center Naniwa Energy,,,,,,,,,,,,,2010,Morgan Stanley,100.0,0.0,0.0
2926.088,1000058,CalPeak Power - Vaca Dixon LLC,,,,,,,,,,,,,2010,Starwood Energy Group; Tyr Energy,80.0; 20.0,2926.088,0.0
1261583.776,1000059,Tenaska Kiamichi Generating Station,,,,,,,,,,,,,2010,"Tyr Energy, Inc. and Chubu Electric Power Co., Inc.; Tenaska Energy, Inc. and Tenaska Energy Holdings, LLC; Diamond Generating Corporation",35.0; 35.0; 30.0,1261583.776,0.0
9819.618,1000060,Limon Generating Station,,,,,,,,,,,,,2010,"Tri-State Generation and Transmission Association, Inc.",100.0,9819.618,0.0
28513.174,1000061,Frank Knutson Station,,,,,,,,,,,,,2010,"Tri-State Generation and Transmission Association, Inc.",100.0,28513.174,0.0
64560.928,1000062,MT JEWETT COMPLEX,,,,,,,,,,,,,2010,"TIN Inc., dba Temple-Inland",100.0,64560.928,0.0
179171.02,1000063,CHIEF ETHANOL FUELS INC,,,,,,,,,,,,,2010,"Chief Industries, Inc.",100.0,179171.02,0.0
64423.792,1000064,LONE STAR GAS LIQUIDS,0.0,0.0,319435.3,0.0,0.0,0.0,0.0,,,,,,2010,Plains LPG Services,100.0,64423.792,319435.3
7003.424,1000065,CalPeak Power - Border LLC,,,,,,,,,,,,,2010,Starwood Energy Group; Tyr Energy,80.0; 20.0,7003.424,0.0
67.434,1000066,"INGOMAR PACKING COMPANY, LLC",,,,,,,,,,,,,2010,"Ingomar Packing Company, LLC",100.0,67.434,0.0
8161.42,1000067,Cuyamaca Energy Facility,,,,,,,,,,,,,2010,Starwood Energy Group; Try Energy,80.0; 20.0,8161.42,0.0
688559.448,1000068,Apex Generating Station,,,,,,,,,,,,,2010,"LS Power Development, LLC",100.0,688559.448,0.0
118495.012,1000069,"Wallingford Energy, LLC",,,,,,,,,,,,,2010,"PPL Generation, LLC",100.0,118495.012,0.0
1287591.628,1000070,High Desert Power Project,,,,,,,,,,,,,2010,"Tenaska Power Fund, L.P.; TPF Genco Co-Investment Fund, L.P.",63.9; 36.1,1287591.628,0.0
27868.044,1000072,LOCKHEED MARTIN MISSILES & SPACE,,,,,,,,,,,,,2010,,,27868.044,0.0
,1000073,City of Corinth Gas & Water Department,0.0,0.0,0.0,60594.9,0.0,0.0,0.0,,,,,,2010,City of Corinth Gas & Water Department,100.0,0.0,60594.9
849.996,1000074,"Escondido Energy Center, LLC",,,,,,,,,,,,,2010,"Escondido Energy Center, LLC",100.0,849.996,0.0
1029.596,1000075,Chula Vista Energy Center,,,,,,,,,,,,,2010,"Chula Vista Energy Center, LLC",100.0,1029.596,0.0
3170.388,1000076,Klamath Energy LLC,,,,,,,,,,,,,2010,Iberdrola Renewables LLC,100.0,3170.388,0.0
72737.876,1000077,"REPUBLIC STEEL, LACKAWANNA",,,,,,,,,,,,,2010,Republic Engineered Products LLC,100.0,72737.876,0.0
11816.856,1000078,"Combined Locks Energy Center, LLC",,,,,,,,,,,,,2010,Integrys Energy Group Inc.,100.0,11816.856,0.0
131176.23,1000079,SOUTHERN ILLINOIS UNIVERSITY,,,,,,,,,,,,,2010,Southern Illinois University,100.0,131176.23,0.0
4277.384,1000080,Creed Energy Center,,,,,,,,,,,,,2010,Calpine Corporation,100.0,4277.384,0.0
4240.384,1000081,Lambie Energy Center,,,,,,,,,,,,,2010,Calpine Corporation,100.0,4240.384,0.0
4238.384,1000082,Goose Haven Energy Center,,,,,,,,,,,,,2010,Calpine Corporation,100.0,4238.384,0.0
,1000083,Springhill,0.0,0.0,0.0,389818.8,0.0,0.0,0.0,,,,,,2010,City of Gainesville/Gainesville Regional Utilities,100.0,0.0,389818.8
8566072.626,1000084,Seminole (136),,,,,,,,,,,,,2010,"Seminole Electric Cooperative, Inc.",100.0,8566072.626,0.0
76470.104,1000085,Hartwell Energy Facility,,,,,,,,,,,,,2010,Oglethorpe Power Corporation,100.0,76470.104,0.0
414056.04,1000086,Chemours Johnsonville Site,,,,,,,,,,,,,2010,E. I. duPont de Nemours and Company,100.0,414056.04,0.0
131453.303,1000087,NRG Energy Center Dover,,,,,,,,,,,,,2010,NRG Energy INC,100.0,131453.303,0.0
165993.024,1000088,GSA Central Heating,,,,,,,,,,,,,2010,U.S. Government,,165993.024,0.0
125942.53,1000089,AdvanSix Resins & Chemicals LLC,,,,,,,,,,,,,2010,Sunoco Inc. R&M,100.0,125942.53,0.0
111975.0,1000090,CITY OF GRAND PRAIRIE LANDFILL,,,,,,,,,,,,,2010,City of Grand Prairie,100.0,111975.0,0.0
,1000091,Norwich,0.0,0.0,0.0,51034.6,0.0,0.0,0.0,,,,,,2010,City of Norwich Department of Public Utilities,100.0,0.0,51034.6
148069.99,1000092,Kneeland Station,,,,,,,,,,,,,2010,"Veolia Environnement North America Operations, Inc.",100.0,148069.99,0.0
138588.942,1000093,Momentive Performance Materials,,,,,,,,,,,,,2010,Momentive Performance Materials Holdings LLC,100.0,138588.942,0.0
,1000094,Zia Natural Gas Company,0.0,0.0,0.0,110538.3,0.0,0.0,0.0,,,,,,2010,Natural Gas Processing Co.,100.0,0.0,110538.3
1734664.272,1000095,Red Oak Power LLC,,,,,,,,,,,,,2010,AES Corporation,100.0,1734664.272,0.0
7930.02,1000096,Southeast Chicago Energy Project,,,,,,,,,,,,,2010,Exelon Corporation,100.0,7930.02,0.0
2427795.204,1000097,Gila River Power Station,,,,,,,,,,,,,2010,,,2427795.204,0.0
1509784.504,1000098,"Wise County Power Company, LLC",,,,,,,,,,,,,2010,"GDF Suez Energy North America, Inc.",100.0,1509784.504,0.0
1622655.076,1000099,Marathon Petroleum Company LP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2010,Marathon Petroleum Company LP,100.0,1622655.076,0.0
648241.448,1000100,"New Harquahala Generating Company, LLC",,,,,,,,,,,,,2010,MACHGEN LLC,100.0,648241.448,0.0
2288949.268,1000101,Athens Generating Company,,,,,,,,,,,,,2010,MACH Gen,100.0,2288949.268,0.0
1230777.988,1000102,Sunrise Power Company,,,,,,,,,,,,,2010,Chevron Global Power; Edison Mission energy Company,50.0; 50.0,1230777.988,0.0
58732.428,1000103,TRUNK L COMPRESSOR STATION,,,,,,,,,,,,,2010,Williams Partners L.P.,100.0,58732.428,0.0
51955.6492,1000104,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,,,,,,,,,,,,,2010,Ford Motor Company,100.0,51955.6492,0.0
86267.924,1000105,Ardagh Glass Inc.,,,,,,,,,,,,,2010,Saint-Gobain Containers Inc.,100.0,86267.924,0.0
489781.984,1000106,Waterford Plant,,,,,,,,,,,,,2010,American Electric Power,100.0,489781.984,0.0
868397.532,1000107,Osprey Energy Center,,,,,,,,,,,,,2010,Calpine Corporation,100.0,868397.532,0.0
28934.244,1000108,North 1st,,,,,,,,,,,,,2010,New York Power Authority,100.0,28934.244,0.0
45938.356,1000109,West Lorain,,,,,,,,,,,,,2010,"FirstEnergy Generation, LLC",100.0,45938.356,0.0
1231846.652,1000110,Midulla Generating Station,,,,,,,,,,,,,2010,"Seminole Electric Cooperative, Inc.",100.0,1231846.652,0.0
37329.112,1000111,Vernon Boulevard,,,,,,,,,,,,,2010,New York Power Authority,100.0,37329.112,0.0
82959.744,1000112,23rd and 3rd,,,,,,,,,,,,,2010,New York Power Authority,100.0,82959.744,0.0
46300.58,1000113,Pouch Terminal,,,,,,,,,,,,,2010,New York Power Authority,100.0,46300.58,0.0
35153.12,1000114,Brentwood,,,,,,,,,,,,,2010,New York Power Authority,100.0,35153.12,0.0
185476.836,1000115,Osceola,,,,,,,,,,,,,2010,"GenOn Energy, Inc",100.0,185476.836,0.0
24368.76,1000116,Harlem River Yard,,,,,,,,,,,,,2010,New York Power Authority,100.0,24368.76,0.0
97570.188,1000117,"West Valley Power, LLC",,,,,,,,,,,,,2010,EXELON CORP,100.0,97570.188,0.0
26705.252,1000118,Solway Plant,,,,,,,,,,,,,2010,Otter Tail Corporation,100.0,26705.252,0.0
27265.248,1000119,Hoosier Energy Lawrence Co Station,,,,,,,,,,,,,2010,"Hoosier Energy REC, Inc.",100.0,27265.248,0.0
64431.06,1000120,Evander Andrews Power Complex,,,,,,,,,,,,,2010,IDACORP,100.0,64431.06,0.0
16844.43,1000121,Warren F. Sam Beasley Pwr Station,,,,,,,,,,,,,2010,Delaware Municiple Electric Corporation,100.0,16844.43,0.0
4266.384,1000122,"Gilroy Energy Center, LLC for King City",,,,,,,,,,,,,2010,Calpine Corporation,100.0,4266.384,0.0
14023.248,1000123,Yuba City Energy Center,,,,,,,,,,,,,2010,Calpine Corporation,100.0,14023.248,0.0
685293.804,1000124,US Steel (Clairton Coke),,,,,,,,,,,,,2010,United States Steel Corporation,100.0,685293.804,0.0
1043064.784,1000125,Ackerman Combined Cycle,,,,,,,,,,,,,2010,GDF SUEZ Energy North America,100.0,1043064.784,0.0
0.0,1000126,Boardman Power Holdings LLC,,,,,,,,,,,,,2010,Boardman Power Holdings LLC,100.0,0.0,0.0
1303122.942,1000127,Bethlehem Power Plant,,,,,,,,,,,,,2010,Calpine Corporation,100.0,1303122.942,0.0
36587.564,1000128,Indigo Generation Facility,,,,,,,,,,,,,2010,Diamond Generating Corporation,100.0,36587.564,0.0
32748.428,1000129,AL Sandersville,,,,,,,,,,,,,2010,"AL Sandersville, LLC",100.0,32748.428,0.0
11199.508,1000130,Hanford Energy Park Peaker,,,,,,,,,,,,,2010,"GWF Energy, LLC",100.0,11199.508,0.0
51891.314,1000131,Bayswater Peaking Facility,,,,,,,,,,,,,2010,Nextera Energy Resources,100.0,51891.314,0.0
41357.51,1000132,Astoria Gas Turbine Power,,,,,,,,,,,,,2010,"NRG Energy, Inc",100.0,41357.51,0.0
1692843.076,1000133,Pastoria Energy Facility,,,,,,,,,,,,,2010,Calpine Corporation,100.0,1692843.076,0.0
39119.26,1000134,US GYPSUM - ALIQUIPPA PLANT,,,,,,,,,,,,,2010,United States Gypsum Company,100.0,39119.26,0.0
83158.492,1000135,"LSP University Park, LLC",,,,,,,,,,,,,2010,"PPL Generation, LLC",100.0,83158.492,0.0
274392.384,1000136,Riverside Energy Center,,,,,,,,,,,,,2010,Calpine Corporation,100.0,274392.384,0.0
,1000137,ST. CROIX VALLEY NATURAL GAS CO.,0.0,0.0,0.0,52525.0,0.0,0.0,0.0,,,,,,2010,St. Croix Valley Natural Gas Co.,100.0,0.0,52525.0
620785.052,1000138,Lawrenceburg Energy Facility,,,,,,,,,,,,,2010,American Electric Power,100.0,620785.052,0.0
27601.5,1000139,Bolster Compressor Station,,,,,,,,,,,,,2010,Agave Energy Company,100.0,27601.5,0.0
58140.68,1000140,SONNEBORN LLC/PETROLIA PLT,,,,,,,,,,,,,2010,"Sonneborn, LLC",100.0,58140.68,0.0
242028.404,1000141,Blue Spruce Energy Center,,,,,,,,,,,,,2010,"Xcel Energy, Inc.",100.0,242028.404,0.0
38334.26,1000143,UNIV OF OK HEALTH S/OKC CAMPUS SVCS,,,,,,,,,,,,,2010,University of Oklahoma Board of Regents,100.0,38334.26,0.0
532676.976,1000144,Chehalis Generation Facility,,,,,,,,,,,,,2010,Berkshire Hathaway Inc.,100.0,532676.976,0.0
446197.996,1000145,Harrison County Power Project,,,,,,,,,,,,,2010,"Northeast Texas Electric Cooperative; East Texas Electric Cooperative, Inc.",55.0; 45.0,446197.996,0.0
1141471.02,1000146,"Lower Mount Bethel Energy, LLC",,,,,,,,,,,,,2010,"PPL Generation, LLC",100.0,1141471.02,0.0
27220.448,1000147,Larkspur Energy Faciity,,,,,,,,,,,,,2010,Diamond Generating Corporation,100.0,27220.448,0.0
56205.892,1000148,Chambersburg Units 12 & 13,,,,,,,,,,,,,2010,"Allegheny Energy; FirstEnergy Generation, LLC",50.0; 50.0,56205.892,0.0
1504106.364,1000149,Taconite Harbor Energy Center,,,,,,,,,,,,,2010,Allete,100.0,1504106.364,0.0
2830922.70006,1000150,Chuck Lenzie Generating Station,,,,,,,,,,,,,2010,NV Energy,100.0,2830922.70006,0.0
66963.252,1000151,Peno Creek Energy Center,,,,,,,,,,,,,2010,Ameren,100.0,66963.252,0.0
17863.732,1000152,Crossroads Energy Center (CPU),,,,,,,,,,,,,2010,Clarksdale Public Utilities,100.0,17863.732,0.0
1419939.736,1000153,"Dynegy Hanging Rock, II LLC",,,,,,,,,,,,,2010,Duke Energy Corporation,100.0,1419939.736,0.0
1004.596,1000155,Broadway Avenue Generating Station,,,,,,,,,,,,,2010,Vectren,100.0,1004.596,0.0
7986838.402,1000156,Mittal Steel USA - Indiana Harbor East,,,,,,,,,,,,,2010,ArcelorMittal USA LLC,100.0,7986838.402,0.0
915565.808,1000157,Hardin Generating Station,,,,,,,,,,,,,2010,Bicent Power LLC,100.0,915565.808,0.0
503870.33,1000158,Ascend (Decatur Plant),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2010,"Ascend Performance Materials, LLC",100.0,503870.33,0.0
3129768.968,1000159,US Steel (Fairfield Works),,,,,,,,,,,,,2010,United States Steel Corporation,100.0,3129768.968,0.0
11914.356,1000161,Redding Power Plant,,,,,,,,,,,,,2010,City of Redding,100.0,11914.356,0.0
24246.96,1000162,Lordsburg Generating Station,,,,,,,,,,,,,2010,Public Service Company of New Mexico,100.0,24246.96,0.0
60954.224,1000163,Mill Creek Combustion Turbine Sta,,,,,,,,,,,,,2010,Duke Energy Corporation,100.0,60954.224,0.0
431997.154,1000165,Purdue University-Wade Utility,,,,,,,,,,,,,2010,State of Indiana,100.0,431997.154,0.0
318168.096,1000166,KapStone Paper and Packaging Corp,,,,,,,,,,,,,2010,KapStone Paper and Packaging Corporation,100.0,318168.096,0.0
708685.324,1000168,"Dynegy Energy Washington II, LLC",,,,,,,,,,,,,2010,Duke Energy Corporation,100.0,708685.324,0.0
12203.904,1000169,Raccoon Creek Power Plant,,,,,,,,,,,,,2010,Ameren,100.0,12203.904,0.0
765736.68,1000170,Essential Power Newington Energy LLC,,,,,,,,,,,,,2010,"North American Energy Alliance, LLC",100.0,765736.68,0.0
160593.704,1000171,Choctaw County Gen,,,,,,,,,,,,,2010,"GenOn Energy, Inc",100.0,160593.704,0.0
35335.32,1000173,DTE East China,,,,,,,,,,,,,2010,DTE Energy Services,100.0,35335.32,0.0
30241.488,1000174,Buchanan Units 1 & 2,,,,,,,,,,,,,2010,"Buchanan Generation, LLC; FirstEnergy Generation, LLC",50.0; 50.0,30241.488,0.0
22394.468,1000175,Los Esteros Critical Energy Fac,,,,,,,,,,,,,2010,Calpine Corporation,100.0,22394.468,0.0
59135.75,1000176,LAKE COUNTY CENTRAL PHASE I LANDFILL,,,,,,,,,,,,,2010,Lake County Board of County Commissioners (A Political Subdivision of the State of Florida),100.0,59135.75,0.0
3006830.568,1000177,"RG Steel, LLC",,,,,,,,,,,,,2010,"RG Steel, LLC",100.0,3006830.568,0.0
58820.828,1000179,Bernville Station,,,,,,,,,,,,,2010,"Texas Eastern Transmission, L.P.",100.0,58820.828,0.0
64343.156,1000180,Shermans Dale Station,,,,,,,,,,,,,2010,"Texas Eastern Transmission, L.P.",100.0,64343.156,0.0
33043.354,1000181,Pyramid Generating Station,,,,,,,,,,,,,2010,"Tr-State Generation and Transmission Association, Inc.",100.0,33043.354,0.0
14022.946,1000182,Kalkaska Ct Project #1,,,,,,,,,,,,,2010,Michigan Public Power Agency,100.0,14022.946,0.0
793793.262,1000183,P H Glatfelter Company - Chillicothe Fac,,,,,,,,,,,,,2010,P H Glatfelter Company - Chillicothe Facility,100.0,793793.262,0.0
31802.08,1000184,DARTCO OF TEXAS WAXAHACHIE SITE,,,,,,,,,,,,,2010,Dart Container Corporation; Dart Container of Michigan LLC,96.0; 4.0,31802.08,0.0
725019.912,1000185,Magnet Cove Generating Station,,,,,,,,,,,,,2010,"GDF SUEZ Energy North America, Inc.",100.0,725019.912,0.0
257562.874,1000186,Procter & Gamble Company - Ivorydale,,,,,,,,,,,,,2010,The Procter & Gamble Company; Duke Energy Corporation,81.3; 18.7,257562.874,0.0
211416.494,1000188,Lamar,,,,,,,,,,,,,2010,Lamar Light and Power,100.0,211416.494,0.0
25019.808,1000190,Silver Creek Generating Plant,,,,,,,,,,,,,2010,South Mississippi Electric Power Association,100.0,25019.808,0.0
124677.0,1000191,BUTLER COUNTY LANDFILL INCORPORATED,,,,,,,,,,,,,2010,"Waste Connections, Inc.",100.0,124677.0,0.0
17369494.646,1000192,Labadie,,,,,,,,,,,,,2010,Ameren,100.0,17369494.646,0.0
159833.068,1000193,INTERNATIONAL WAXES INC,,,,,,,,,,,,,2010,"The International Group, Inc.",100.0,159833.068,0.0
26.852,1000194,"EOG Resources, Inc. Hays Compressor Station",,,,,,,,,,,,,2010,"EOG Resources, Inc.",100.0,26.852,0.0
404861.9,1000196,International Paper - Pensacola Mill,,,,,,,,,,,,,2010,International Paper,100.0,404861.9,0.0
64794.156,1000197,NATIONAL BEEF PACKING CO L.L.C.,,,,,,,,,,,,,2010,United States Premium Beef Ltd,69.0,64794.156,0.0
99300.026,1000198,LEHIGH CEMENT CO LLC,,,,,,,,,,,,,2010,Lehigh White Cement Company LLC,100.0,99300.026,0.0
47.86,1000199,DON HENRY POWER CENTER,,,,,,,,,,,,,2010,Hastings Utilities (HU) / City of Hastings Nebraska,100.0,47.86,0.0
51016.626,1000200,Butler-Warner Generation Plant,,,,,,,,,,,,,2010,Public Works Commission of the City of Fayetteville,100.0,51016.626,0.0
86956.766,1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,,,,,,,,,,,,,2010,The University of Tennessee,100.0,86956.766,0.0
28011.65,1000202,"NGPL Station 198 Knoxville, IA",,,,,,,,,,,,,2010,Pipeco LLC,100.0,28011.65,0.0
48115.924,1000203,Lakefield Junction Generating,,,,,,,,,,,,,2010,Great River Energy,100.0,48115.924,0.0
30333.036,1000204,"Harrison Station - Dominion Transmission, Inc",,,,,,,,,,,,,2010,"Dominion Resources, Inc.; El Paso Corporation",50.0; 50.0,30333.036,0.0
,1000205,Okaloosa Gas District,0.0,0.0,0.0,174138.6,0.0,0.0,0.0,,,,,,2010,Okaloosa Gas District,100.0,0.0,174138.6
30854.332,1000206,Burrillville,,,,,,,,,,,,,2010,"Algonquin Gas Transmission, LLC",100.0,30854.332,0.0
481290.916,1000207,Grays Harbor Energy Center,,,,,,,,,,,,,2010,"Invenergy Investment Company LLC; Stark Power Generation I Holdings, LLC",50.0; 50.0,481290.916,0.0
587.396,1000208,AMP-Ohio Gas Turbines Bowling Green,,,,,,,,,,,,,2010,"American Municipal Power, Inc.",100.0,587.396,0.0
655.848,1000209,OMEGA JV2 Bowling Green,,,,,,,,,,,,,2010,"OMEGA JV2; American Municipal Power, Inc.",100.0; 0.0,655.848,0.0
101983.402,1000211,Elk River,,,,,,,,,,,,,2010,Great River Energy,100.0,101983.402,0.0
,1000213,Trace Dehydration Facility,2278360.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2010,"Denbury Resources, Inc.",100.0,0.0,2278360.4
149961.484,1000214,AK STEEL CORPORATION,,,,,,,,,,,,,2010,AK Steel Corporation,100.0,149961.484,0.0
54301.5,1000215,POLK COUNTY LANDFILL,,,,,,,,,,,,,2010,"Polk County, TX",100.0,54301.5,0.0
71051.635512,1000216,Kekaha Landfill,,,,,,,,,,,,,2010,County of Kauai,100.0,71051.635512,0.0
186802.889925,1000217,"CHAMBERS OF MISSISSIPPI INC, CLEARVIEW ENVIRONMENTAL CONTROL FACILITY LANDFILL",,,,,,,,,,,,,2010,"Waste Management, Inc.",100.0,186802.889925,0.0
54206.616725,1000218,PINE RIDGE RECYCLING & DISPOSAL,,,,,,,,,,,,,2010,"Waste Management, Inc.",100.0,54206.616725,0.0
43385.91,1000219,French Island,,,,,,,,,,,,,2010,"Xcel Energy, Inc.",100.0,43385.91,0.0
4946.041,1000221,Alfred L Pierce Generating Station,,,,,,,,,,,,,2010,Connecticut Municipal Electric Energy Cooperative,100.0,4946.041,0.0
32205.528,1000222,Sumpter Plant,,,,,,,,,,,,,2010,Wolverine Power Supply Cooperative Inc.,100.0,32205.528,0.0
186656.668,1000223,Greater Des Moines Energy Center,,,,,,,,,,,,,2010,"Berkshire Hathaway, Inc.",100.0,186656.668,0.0
5547.38,1000224,Lake,,,,,,,,,,,,,2010,,,5547.38,0.0
469314.422,1000225,CPI USA North Carolina Southport,,,,,,,,,,,,,2010,CPI Power (US) GP,100.0,469314.422,0.0
158708.488,1000226,CPI USA North Carolina Roxboro,,,,,,,,,,,,,2010,CPI Power (US) GP,100.0,158708.488,0.0
